step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom
25000,12967,5023,42900,89808,76473,46556,352,26792,3043,12,360782,3645986,33861.694,15192.045,0.3226,7916.884,0.110,0.704,0.065,0.120,0.510,0.352,1652,0.0936,0.7065,0.224,14.2,31.7,62.1,28.58,0.65,9.39,0.45,18.09,6.73,1.319,0.284,0.025,0.028,9.148,0.440,0.0028,187,657,1839,21089,474,16,0.223,7213,223,1381,11363,1363,1296,10308,5.71,22.68,9343,16.7929,67324,4742,138182,1044.4,-0.0,918560,21.359,2631002.543,9.20e-15,0.00043,32.07,32409,36.100,1.746,33.166,1.188,36.100,4825,3892,4250,0.3601,0.982,1.059,1.967,1.543,0.985,1.370,10770.244,7685.237,21796.735,10646.981,9334.861,3172.809,1812.686,2289.666,0.512,0.556,0.464,0.653,0.311,0.368,3331,11340,0.4050,0.9999,0.9999,0.0687,1.0000,1.0000,0.7597,1.1233,1.0633,0.0376,0.0098,0.0131,0.0000,0.7074,0.9404,0.2658,0.6475,0.9625,0.00249,1115,0.9998,0.9367,0.8752,0.9982,0.0476,0.0594
26000,11954,5010,39577,67503,54760,27524,402,27902,3263,9,333930,3791933,27928.556,12136.669,0.3397,5047.377,0.110,0.730,0.050,0.111,0.513,0.353,1747,0.1004,0.7261,0.209,13.8,30.0,56.3,26.22,0.40,9.35,0.43,16.04,6.71,1.319,0.293,0.021,0.023,9.160,0.479,0.0030,193,683,1842,21457,579,23,0.307,6668,263,1711,9980,1007,1394,9553,6.00,21.66,8309,12.5346,67274,5043,134086,936.5,-0.0,926362,20.298,2631002.543,0.00e0,0.00022,11.77,24821,31.184,1.750,28.472,0.962,31.185,3737,3819,4398,0.3703,0.983,1.059,1.974,1.584,0.985,1.384,10843.057,7866.135,12573.052,10722.926,9679.955,2947.753,1674.207,2467.332,0.505,0.576,0.464,0.489,0.326,0.390,3194,8388,0.5160,1.0000,0.9995,0.0839,0.9999,1.0000,0.8286,1.1451,1.0547,0.0258,0.0077,0.0112,0.0000,0.0000,0.8570,0.1182,0.6323,0.9779,0.00253,1028,0.9998,0.9597,0.8606,0.9967,0.0449,0.0560
27000,11331,4758,37200,62673,51429,25150,323,26354,2887,23,292102,3426353,26973.574,10262.951,0.3239,4349.552,0.107,0.712,0.053,0.128,0.507,0.359,1392,0.0982,0.7365,0.196,14.0,31.0,58.7,27.91,0.61,9.54,0.35,17.41,6.80,1.266,0.295,0.025,0.026,9.682,0.470,0.0030,185,684,1983,19013,598,28,0.276,6241,84,1464,9783,541,1395,9395,5.25,21.20,8853,12.5631,67262,4797,131364,901.0,-0.0,930192,19.491,2631002.543,9.20e-15,0.00012,35.39,22172,28.117,1.726,25.538,0.854,28.118,2943,4118,4270,0.4143,0.974,1.036,1.971,1.516,0.984,1.364,11556.554,7790.154,10033.747,11444.538,9844.840,1849.844,1718.698,2344.856,0.458,0.565,0.482,0.480,0.338,0.397,3134,7167,0.4278,1.0000,1.0000,0.1045,0.9999,1.0000,0.7303,1.1513,1.0435,0.0460,0.0096,0.0117,0.0000,0.8017,0.9668,0.0713,0.6747,0.9954,0.00252,1392,0.9995,0.9545,0.8524,0.9972,0.0431,0.0584
28000,12710,4889,37887,66155,54566,27857,411,24581,3203,12,299225,3413060,27571.356,11284.669,0.3400,4926.481,0.103,0.720,0.047,0.131,0.511,0.355,1264,0.0863,0.7282,0.185,13.3,30.0,55.5,25.38,0.44,9.27,0.29,15.38,6.67,1.335,0.291,0.018,0.019,9.187,0.445,0.0028,182,663,2135,18954,691,29,0.244,7246,53,1861,10796,513,1317,10880,5.52,20.92,9718,13.8139,67258,5412,129407,858.2,-0.0,932981,18.443,2631002.543,1.43e-14,0.00039,20.43,24019,27.752,1.752,24.928,1.072,27.752,3331,4259,5120,0.3591,0.983,1.069,1.977,1.667,0.982,1.413,11163.520,8093.058,11144.562,11054.886,10298.389,1866.883,1667.486,2823.819,0.458,0.576,0.483,0.501,0.353,0.411,3413,7303,0.5491,1.0000,0.9998,0.1027,1.0000,0.9999,0.8502,1.1489,1.0651,0.0320,0.0116,0.0120,0.0000,0.1419,0.9069,0.2078,0.6834,0.9884,0.00251,1409,0.9997,0.9322,0.8711,0.9973,0.0409,0.0573
29000,12894,5202,42740,73105,59212,29905,460,29430,4293,19,372495,4162816,29096.910,13531.410,0.3557,5249.804,0.085,0.749,0.044,0.123,0.517,0.350,1876,0.1007,0.7367,0.181,14.7,31.0,59.1,26.33,0.36,9.34,0.27,16.36,6.69,1.355,0.289,0.017,0.019,8.869,0.436,0.0029,188,657,2321,22973,756,29,0.498,7182,104,1852,10938,988,1880,10026,5.96,20.50,12037,16.5138,67207,5209,127263,996.9,-0.0,933317,20.897,2631002.543,1.22e-14,0.00025,15.85,27477,31.622,1.753,28.683,1.186,31.623,4220,3954,4720,0.3576,0.982,1.068,1.981,1.563,0.985,1.478,11809.046,8685.174,11201.696,11709.087,11435.931,2615.079,1837.104,3829.424,0.489,0.574,0.489,0.456,0.340,0.441,3049,7126,0.4087,1.0000,0.9995,0.1029,1.0000,1.0000,0.8077,1.1771,1.0822,0.0205,0.0069,0.0124,0.0000,0.0254,0.9220,0.0753,0.6429,0.9601,0.00254,1688,0.9993,0.9460,0.8625,0.9969,0.0418,0.0536
30000,11631,4702,43176,77770,65525,34110,484,26714,3191,13,330784,3701976,31491.248,13197.777,0.3249,6480.397,0.084,0.733,0.048,0.135,0.506,0.360,1437,0.1028,0.7209,0.192,14.4,31.0,58.1,25.82,0.44,9.09,0.28,16.01,6.67,1.353,0.282,0.014,0.016,9.198,0.443,0.0029,170,641,2308,20971,746,29,0.258,6533,123,1008,10500,637,1584,9410,5.75,21.40,11359,17.5203,67289,4753,124435,947.8,-0.0,938773,19.745,2631002.543,1.43e-14,0.00028,32.73,28108,30.944,1.753,28.173,1.019,30.982,3538,3910,4183,0.3835,0.978,1.065,1.980,1.626,0.984,1.468,11177.621,7605.513,17386.805,11077.665,9507.175,2525.351,1689.136,2502.893,0.484,0.556,0.474,0.548,0.297,0.376,3270,13311,0.4106,1.0000,0.9998,0.0808,0.9999,0.9999,0.8544,1.1583,1.0579,0.0334,0.0084,0.0098,0.0000,0.7707,0.9424,0.2766,0.6696,0.9520,0.00248,1210,0.9993,0.9519,0.8643,0.9984,0.0426,0.0572
31000,12152,5004,40331,76213,65188,35311,571,25187,2697,20,278892,3571722,30410.819,12121.590,0.3334,6310.147,0.087,0.722,0.060,0.131,0.520,0.353,1306,0.0877,0.7107,0.190,16.8,33.0,63.4,29.42,0.62,8.79,0.67,19.34,6.78,1.335,0.263,0.018,0.019,9.610,0.450,0.0028,181,646,2310,18548,745,25,0.601,6503,1170,1068,9914,1295,2039,8818,5.25,20.57,9820,17.7412,67207,4731,122193,1144.8,-0.0,942585,19.107,2631002.543,3.72e-15,0.00040,7.71,28581,30.694,1.745,27.856,1.093,30.694,5054,3344,3754,0.3675,0.970,1.066,1.981,1.477,0.987,1.455,9929.138,6911.566,18344.497,9829.347,8547.121,2259.971,1463.586,2087.886,0.525,0.570,0.466,0.570,0.297,0.383,3531,10796,0.3706,1.0000,0.9999,0.0717,0.9999,0.9999,0.7282,1.1673,1.0559,0.0353,0.0056,0.0092,0.0000,0.0000,0.7667,0.1974,0.6396,0.9443,0.00249,1110,0.9997,0.9571,0.8777,0.9985,0.0460,0.0540
32000,10948,4563,34962,59118,48783,23790,366,23655,2437,19,257538,3279812,25419.420,10082.110,0.3349,4691.495,0.083,0.747,0.055,0.115,0.504,0.364,1079,0.0961,0.7127,0.173,15.5,31.4,60.6,27.29,0.50,9.19,0.19,17.41,6.81,1.317,0.277,0.019,0.020,9.384,0.461,0.0029,188,685,2310,17351,730,22,0.380,6103,645,1261,9042,934,1077,8937,6.00,23.78,11471,15.1938,67130,4401,120016,655.7,-0.0,946152,18.316,2631002.543,3.72e-15,0.00011,26.07,22102,26.816,1.745,24.119,0.952,26.816,3313,3603,4032,0.3896,0.976,1.055,1.977,1.531,0.986,1.438,9651.055,7313.631,11629.997,9567.469,8913.449,1969.803,1219.895,2200.918,0.507,0.556,0.453,0.508,0.272,0.391,3342,9038,0.4794,0.9998,0.9999,0.0831,0.9998,1.0000,0.8212,1.1579,1.0599,0.0374,0.0053,0.0110,0.0000,0.6305,0.9539,0.0885,0.6892,0.9523,0.00252,1017,0.9997,0.9457,0.8711,0.9964,0.0394,0.0490
33000,9354,3969,37272,72695,63180,35005,418,22567,2233,25,237825,3154718,28381.134,11387.272,0.3258,6544.333,0.071,0.740,0.067,0.122,0.507,0.361,1264,0.1079,0.7143,0.199,15.2,31.0,60.0,27.47,0.63,9.18,0.43,17.23,6.79,1.315,0.284,0.024,0.027,9.468,0.457,0.0029,167,630,2113,16621,756,19,0.241,5287,59,950,8345,442,1265,7647,6.52,24.70,8073,14.3831,67126,4090,118501,1186.5,-0.0,951873,17.312,2631002.543,2.57e-14,0.00001,17.88,26169,27.449,1.760,25.007,0.682,27.449,2780,3247,3327,0.4083,0.972,1.049,1.984,1.579,0.985,1.416,9264.132,6274.827,17892.657,9175.201,7857.609,1682.305,1195.846,1964.787,0.510,0.564,0.448,0.580,0.308,0.427,3318,13093,0.4822,1.0000,0.9999,0.0774,1.0000,1.0000,0.7602,1.1504,1.0844,0.0479,0.0065,0.0140,0.0000,0.2415,0.8907,0.2106,0.7394,0.9581,0.00249,948,0.9994,0.9350,0.8857,0.9979,0.0478,0.0515
34000,11734,4378,35723,58529,48291,22378,428,22950,2447,13,262140,3101392,25298.490,9285.937,0.3165,4100.741,0.073,0.751,0.051,0.125,0.498,0.368,888,0.0863,0.7214,0.191,16.0,31.9,59.6,28.86,0.59,9.07,0.70,18.50,6.87,1.278,0.272,0.030,0.033,8.755,0.434,0.0030,178,637,1757,15475,571,17,0.392,6550,98,1536,10100,764,1757,9213,6.97,24.11,9101,14.5803,67071,4391,116595,856.3,-0.0,953300,17.053,2631002.543,3.01e-14,0.00011,10.03,22133,26.436,1.750,23.713,0.974,26.437,4179,3726,3829,0.4152,0.956,1.033,1.986,1.447,0.984,1.378,9709.119,6514.754,11809.355,9621.610,7968.266,2141.190,1239.300,1804.706,0.463,0.566,0.454,0.481,0.294,0.326,3286,6817,0.4266,1.0000,0.9997,0.0799,0.9999,0.9999,0.7582,1.1247,1.0817,0.0380,0.0058,0.0105,0.0000,0.0368,0.9190,0.0601,0.6543,0.9411,0.00249,1116,0.9993,0.9179,0.8733,0.9979,0.0458,0.0503
35000,10841,4146,36426,58672,48298,21794,452,25207,2381,4,265477,3166230,25740.940,9362.416,0.3102,4215.455,0.076,0.757,0.048,0.119,0.488,0.373,1099,0.1008,0.7172,0.187,16.9,33.0,66.0,28.96,0.61,9.45,0.49,18.41,6.86,1.308,0.276,0.025,0.029,8.851,0.430,0.0031,181,638,1870,17857,616,19,0.270,6295,110,1317,9414,837,2174,7830,7.60,25.11,11220,17.0211,67234,4040,114407,888.8,-0.0,953997,18.290,2631002.543,8.50e-15,0.00001,33.64,22346,27.285,1.736,24.619,0.930,27.286,4408,3248,3185,0.3853,0.962,1.057,1.988,1.506,0.983,1.366,9761.554,6179.498,12685.425,9657.347,7613.623,2029.596,1355.737,1761.628,0.490,0.546,0.427,0.484,0.260,0.293,3131,8326,0.4146,1.0000,0.9998,0.0748,0.9999,1.0000,0.7786,1.1382,1.0569,0.0342,0.0081,0.0124,0.0000,0.8076,0.9496,0.1593,0.6856,0.9442,0.00252,1401,0.9994,0.9391,0.8766,0.9983,0.0469,0.0474
36000,10973,4755,38261,82342,71291,43651,430,25852,2293,6,289194,3416599,30554.836,12538.923,0.3020,7079.497,0.086,0.720,0.066,0.128,0.516,0.355,1306,0.0938,0.7049,0.189,14.9,31.5,62.5,29.66,0.59,9.46,0.41,19.21,7.09,1.228,0.288,0.018,0.022,9.508,0.497,0.0030,189,630,1769,17833,551,20,0.331,6129,155,1143,9675,722,1514,8737,5.62,22.52,7743,14.8085,67326,4239,111224,790.5,-0.0,962057,20.076,2631002.543,5.31e-15,0.00005,11.63,30422,31.633,1.751,29.022,0.860,31.634,3522,3681,3770,0.4183,0.957,1.031,1.954,1.385,0.985,1.318,10030.503,6686.534,19651.543,9933.501,8049.290,2687.595,1178.146,1593.684,0.547,0.571,0.432,0.684,0.285,0.296,3067,9028,0.3698,1.0000,0.9999,0.0582,0.9999,0.9999,0.7172,1.1396,1.0678,0.0356,0.0083,0.0111,0.0000,0.0000,0.7605,0.2323,0.6312,0.9481,0.00248,950,0.9999,0.9137,0.8752,0.9978,0.0453,0.0466
37000,10991,4121,36065,61221,50726,24706,450,23885,2245,6,247403,3078687,26232.602,9462.176,0.3134,4615.618,0.074,0.740,0.047,0.139,0.497,0.365,1163,0.0959,0.7153,0.187,16.1,31.5,62.9,29.21,0.44,9.56,0.37,18.84,7.13,1.251,0.284,0.019,0.021,9.121,0.443,0.0030,184,664,1703,17733,618,16,0.405,6019,547,1780,8664,707,1358,8926,6.50,24.32,8667,14.3816,67363,4342,108303,868.3,-0.0,964984,17.951,2631002.543,4.96e-15,0.00033,24.14,23155,26.713,1.759,24.144,0.810,26.714,3600,3588,3803,0.4251,0.961,1.029,1.965,1.420,0.986,1.340,10185.781,6893.357,12193.283,10108.711,8546.225,1783.580,1243.342,1819.636,0.491,0.563,0.434,0.522,0.294,0.333,2847,8536,0.4024,1.0000,0.9998,0.0745,0.9999,1.0000,0.7940,1.1313,1.0474,0.0274,0.0059,0.0093,0.0000,0.5925,0.9406,0.0727,0.6308,0.9610,0.00253,1375,0.9997,0.9332,0.8680,0.9983,0.0422,0.0463
38000,10227,4229,35095,59648,49861,24085,468,23366,2219,11,247877,3124480,25176.450,9620.280,0.3154,4733.667,0.071,0.728,0.054,0.147,0.511,0.356,1001,0.0967,0.7205,0.182,15.8,31.0,62.8,29.06,0.31,9.49,0.36,18.89,7.08,1.257,0.292,0.012,0.015,9.416,0.449,0.0030,179,623,1631,18136,556,19,0.399,5663,115,1506,8606,950,888,8389,6.37,23.67,9029,13.1638,67439,4795,106954,732.8,-0.0,967892,17.797,2631002.543,5.66e-15,0.00002,31.31,23033,26.743,1.742,24.275,0.726,26.744,2910,3664,3653,0.4083,0.975,1.036,1.975,1.475,0.984,1.356,10111.413,6637.313,11807.337,10013.952,8088.829,1963.042,1139.086,1784.485,0.495,0.589,0.446,0.526,0.299,0.291,3207,9030,0.4459,1.0000,0.9999,0.0773,0.9998,0.9999,0.7484,1.1550,1.0836,0.0168,0.0069,0.0079,0.0000,0.6305,0.9489,0.2137,0.6664,0.9851,0.00255,1233,0.9999,0.9483,0.8878,0.9979,0.0405,0.0505
39000,10502,4469,35392,61385,51415,25616,377,25346,2045,8,245060,3269481,27626.078,9158.734,0.3025,4526.026,0.069,0.725,0.060,0.146,0.512,0.356,1107,0.0981,0.7213,0.179,15.2,31.0,64.6,29.69,0.46,9.32,0.33,19.58,7.10,1.226,0.284,0.019,0.022,9.807,0.468,0.0031,189,655,1901,18431,537,22,0.359,5851,76,1739,8687,650,1492,8360,5.77,23.26,7300,11.5540,67332,4576,105733,1150.0,-0.0,971180,19.220,2631002.543,1.31e-14,0.00015,12.25,21947,27.301,1.736,24.786,0.779,27.301,2984,3668,3850,0.4312,0.969,1.023,1.959,1.326,0.984,1.379,11135.353,7501.230,11896.962,11038.551,9216.591,1491.665,1255.437,1885.605,0.476,0.586,0.459,0.576,0.304,0.308,2864,6441,0.4384,1.0000,1.0000,0.0935,0.9999,0.9999,0.7019,1.1305,1.0725,0.0282,0.0049,0.0116,0.0000,0.0000,0.8605,0.0798,0.6400,0.9913,0.00256,1277,0.9993,0.9466,0.8700,0.9979,0.0390,0.0431
40000,10412,4104,32605,51693,41776,18702,386,23667,2166,14,235185,3069019,23477.458,8460.842,0.3204,3751.749,0.071,0.733,0.055,0.141,0.502,0.365,1124,0.0948,0.7335,0.191,14.5,30.1,53.8,27.15,0.32,9.42,0.36,17.05,7.01,1.249,0.296,0.020,0.023,9.315,0.454,0.0030,191,684,2271,18375,801,23,0.610,5838,53,1613,8746,382,869,9161,6.50,24.73,9441,11.6856,67339,4239,104639,522.6,-0.0,972607,17.835,2631002.543,5.66e-15,0.00033,36.36,19538,24.879,1.745,22.392,0.743,24.912,2304,4182,3926,0.4660,0.967,1.015,1.974,1.492,0.983,1.389,11119.831,6815.054,7515.463,11023.729,8690.014,1507.538,1272.181,1929.375,0.442,0.592,0.444,0.439,0.316,0.356,2914,5368,0.5309,1.0000,0.9996,0.1102,1.0000,1.0000,0.8441,1.1395,1.0650,0.0207,0.0075,0.0102,0.0000,0.8097,0.9647,0.1084,0.6726,0.9866,0.00256,1480,0.9994,0.9443,0.8673,0.9976,0.0385,0.0467
41000,10389,4283,33691,56972,46895,22928,353,23885,2080,9,235532,3143897,25451.114,8816.453,0.3105,4246.375,0.067,0.733,0.058,0.142,0.508,0.356,1157,0.1000,0.7311,0.186,15.0,30.0,54.8,27.94,0.35,9.55,0.32,17.72,7.09,1.206,0.306,0.020,0.021,9.370,0.480,0.0030,182,682,2433,17849,920,22,0.532,5631,38,1587,8764,519,1303,8567,6.66,24.68,10794,14.2503,67352,4040,103780,659.4,-0.0,972919,18.303,2631002.543,9.38e-15,0.00000,15.95,20577,25.886,1.727,23.470,0.689,25.886,2502,4168,3719,0.4785,0.968,1.009,1.960,1.374,0.985,1.342,10849.208,6546.733,10905.652,10765.107,8026.731,1481.286,1340.958,1747.835,0.476,0.586,0.441,0.557,0.274,0.304,2962,6677,0.5002,1.0000,1.0000,0.0893,1.0000,0.9999,0.8223,1.1547,1.0661,0.0213,0.0070,0.0112,0.0000,0.0000,0.8419,0.2526,0.6592,0.9613,0.00253,1063,0.9992,0.9506,0.8942,0.9983,0.0388,0.0473
42000,11699,4279,42486,82416,69054,39464,466,25219,3412,6,323105,3597719,29303.504,12339.697,0.3233,5810.085,0.068,0.756,0.054,0.121,0.515,0.348,1775,0.0992,0.7412,0.178,15.1,31.0,54.8,28.55,0.46,9.65,0.37,18.08,6.96,1.224,0.299,0.018,0.017,8.526,0.415,0.0029,159,587,2189,20347,849,25,0.488,6333,638,1401,9660,1043,2381,8275,7.00,25.50,9096,17.0016,67298,4157,102848,1672.3,-0.0,974023,18.519,2631002.543,7.61e-15,0.00016,16.82,31837,30.054,1.731,27.403,0.921,30.055,4843,3490,3366,0.4331,0.951,1.024,1.968,1.302,0.988,1.358,9889.273,6375.841,17611.433,9816.057,7686.099,3688.379,1229.252,1611.981,0.537,0.564,0.442,0.603,0.244,0.291,2706,11632,0.3284,1.0000,0.9995,0.0623,1.0000,0.9999,0.7879,1.1799,1.1045,0.0254,0.0069,0.0082,0.0000,0.1603,0.9333,0.1028,0.6443,0.9489,0.00254,907,0.9998,0.9694,0.9158,0.9986,0.0405,0.0494
43000,9298,3784,36957,62633,51846,25302,374,24301,1859,7,248464,3209823,26324.694,10102.123,0.2996,5449.503,0.069,0.747,0.063,0.120,0.503,0.358,1371,0.1172,0.7306,0.192,14.5,30.0,51.2,26.93,0.61,9.11,0.44,16.77,6.98,1.226,0.296,0.023,0.023,9.096,0.487,0.0030,170,596,2113,17040,649,25,0.539,5155,149,800,8349,541,640,8117,8.39,28.95,7810,13.1443,67332,3655,100495,622.3,-0.0,981303,18.362,2631002.543,5.06e-14,0.00004,28.99,22783,26.813,1.725,24.493,0.596,26.814,2339,3587,3372,0.4533,0.966,1.015,1.986,1.460,0.985,1.320,9631.152,5989.297,15100.076,9559.128,7114.992,2250.926,1087.609,1314.085,0.515,0.559,0.428,0.532,0.239,0.274,2837,12475,0.4244,1.0000,0.9995,0.0671,0.9999,0.9999,0.8048,1.1442,1.0856,0.0521,0.0085,0.0140,0.0000,0.6894,0.9354,0.2576,0.7183,0.9491,0.00250,716,1.0000,0.9486,0.8975,0.9977,0.0396,0.0516
44000,9831,3738,29039,47601,38837,18160,402,21037,1386,9,164043,2603685,22169.348,6364.996,0.3110,3176.780,0.075,0.753,0.063,0.109,0.481,0.372,900,0.1009,0.7399,0.195,15.3,31.0,63.8,30.99,0.71,8.18,0.82,21.28,7.16,1.167,0.264,0.016,0.018,9.237,0.457,0.0031,187,685,1855,13449,596,25,0.673,4826,1003,829,7999,897,1096,7838,7.12,28.25,10577,15.2898,67210,3590,99842,695.9,-0.0,979215,15.881,2631002.543,1.86e-14,0.00003,6.88,16327,21.663,1.739,19.409,0.515,21.663,3297,3466,3068,0.4541,0.960,1.015,1.953,1.232,0.985,1.304,8777.567,5696.139,9919.859,8708.469,6717.801,1003.685,963.545,1220.987,0.473,0.540,0.417,0.557,0.219,0.253,2664,5347,0.4331,1.0000,0.9998,0.0844,1.0000,0.9999,0.6625,1.1729,1.1038,0.0382,0.0104,0.0103,0.0000,0.0000,0.8035,0.1463,0.6613,0.9447,0.00255,727,0.9999,0.9504,0.9137,0.9978,0.0385,0.0474
45000,8457,3487,32537,69336,60681,36351,448,22392,1310,4,162299,2829090,25911.727,9371.704,0.3024,6303.963,0.079,0.714,0.080,0.127,0.506,0.361,864,0.1088,0.7242,0.182,15.2,30.0,56.1,28.61,0.60,8.82,0.53,18.66,7.01,1.194,0.283,0.019,0.024,9.447,0.485,0.0030,183,641,1883,13629,675,22,0.267,4393,49,852,7556,338,1169,6950,8.05,29.70,6423,11.8152,67159,3506,98623,639.0,-0.0,986423,17.530,2631002.543,2.60e-14,0.00051,27.80,23972,24.944,1.724,22.786,0.433,24.944,2420,3211,2826,0.4736,0.961,1.011,1.979,1.333,0.987,1.309,8499.442,5258.639,17593.614,8430.044,6192.031,1055.775,949.274,1062.692,0.537,0.553,0.427,0.684,0.218,0.239,2648,9620,0.4640,1.0000,0.9998,0.0617,1.0000,0.9999,0.7389,1.1832,1.1105,0.0389,0.0098,0.0114,0.0000,0.6890,0.9547,0.0691,0.7077,0.9563,0.00253,585,0.9995,0.9481,0.9021,0.9986,0.0394,0.0489
46000,8993,3487,29111,46010,37082,16491,408,20485,1326,16,164210,2752247,20931.303,6080.750,0.3034,2966.556,0.059,0.767,0.073,0.100,0.500,0.354,1054,0.1108,0.7546,0.204,14.3,29.0,53.7,27.24,0.49,9.20,0.52,17.03,7.01,1.171,0.300,0.019,0.022,8.947,0.465,0.0030,179,642,1741,12596,622,22,0.548,4589,30,849,8114,526,1326,7141,7.75,31.14,7728,12.1054,67221,3393,96952,608.8,-0.0,987479,15.432,2631002.543,2.83e-15,0.00003,16.52,16141,20.979,1.750,18.754,0.475,20.979,2876,3226,2891,0.4542,0.968,1.019,1.955,1.264,0.988,1.283,8516.082,5137.693,9490.440,8445.359,5962.060,1243.270,905.919,965.005,0.533,0.537,0.427,0.515,0.206,0.222,2561,6188,0.4421,1.0000,0.9998,0.0825,0.9999,1.0000,0.8105,1.2010,1.1176,0.0256,0.0133,0.0137,0.0000,0.1989,0.8646,0.2177,0.7076,0.9489,0.00251,560,0.9999,0.9664,0.9200,0.9979,0.0375,0.0472
47000,10116,3464,30065,47799,38836,17280,454,21490,1439,8,171361,2905909,21792.409,5953.659,0.3013,2727.055,0.051,0.770,0.073,0.106,0.504,0.352,1067,0.1017,0.7668,0.188,14.7,28.8,54.8,28.10,0.66,8.73,0.48,18.22,7.11,1.139,0.288,0.026,0.027,8.592,0.407,0.0030,179,645,1847,12757,651,24,0.378,5000,64,1212,8840,825,1993,7298,8.55,33.11,11598,16.7756,67255,3224,96172,858.9,-0.0,984109,15.776,2631002.543,1.26e-14,0.00008,12.20,16616,21.351,1.734,19.063,0.554,21.351,4061,3384,2671,0.4651,0.953,1.012,1.904,1.173,0.987,1.281,8794.843,5096.535,9862.108,8721.709,5935.646,1347.029,853.508,1026.068,0.544,0.539,0.427,0.523,0.190,0.244,2345,5549,0.4020,1.0000,0.9996,0.0781,0.9999,1.0000,0.7916,1.2267,1.1193,0.0351,0.0112,0.0149,0.0000,0.0491,0.9221,0.0796,0.6427,0.9419,0.00254,456,0.9998,0.9711,0.9154,0.9986,0.0410,0.0516
48000,9800,3806,37815,77823,67491,39460,548,22265,1747,14,228636,3073598,28342.618,10973.693,0.3039,6631.486,0.066,0.732,0.087,0.115,0.505,0.353,1196,0.1080,0.7423,0.197,13.9,30.0,61.0,28.68,0.69,8.35,0.54,19.09,7.07,1.179,0.275,0.023,0.025,9.392,0.453,0.0029,153,571,2010,14270,755,22,0.657,4881,331,1402,8067,676,1322,7802,7.40,29.31,7628,15.6214,67441,3133,94662,1022.2,0.0,990135,16.824,2631002.543,3.36e-15,0.00051,35.52,27638,26.495,1.749,24.185,0.561,26.495,3456,3578,2766,0.4267,0.970,1.033,1.953,1.291,0.983,1.294,8631.374,4776.089,20855.965,8570.737,5547.403,2396.288,857.656,1088.262,0.558,0.536,0.401,0.642,0.192,0.234,2456,13555,0.3987,1.0000,0.9998,0.0494,0.9999,0.9999,0.7034,1.2195,1.1039,0.0353,0.0117,0.0187,0.0000,0.8251,0.9503,0.2215,0.6527,0.9517,0.00251,550,0.9997,0.9702,0.9151,0.9988,0.0372,0.0518
49000,9265,3603,32193,57198,47253,24474,531,22654,1589,12,189763,2899416,23559.771,8195.012,0.3036,4594.705,0.063,0.754,0.075,0.107,0.486,0.369,1129,0.1155,0.7540,0.201,14.0,27.7,55.0,27.26,0.90,8.89,0.22,17.25,7.07,1.152,0.294,0.032,0.036,9.014,0.447,0.0031,180,631,1810,13511,683,21,0.386,4726,362,1310,7593,591,1553,7121,8.60,31.82,5882,11.4455,67461,3072,92148,609.8,-0.0,996170,16.892,2631002.543,1.49e-14,0.00027,12.67,19369,22.868,1.735,20.611,0.522,22.868,3104,3477,2684,0.4648,0.964,1.012,1.938,1.228,0.986,1.279,8819.542,4910.916,13680.167,8748.687,5725.621,1694.097,844.704,1061.506,0.542,0.512,0.397,0.602,0.184,0.238,2237,7982,0.4180,1.0000,0.9999,0.0622,0.9999,1.0000,0.7468,1.2136,1.1364,0.0571,0.0129,0.0177,0.0000,0.0000,0.8238,0.2005,0.6398,0.9637,0.00255,491,1.0000,0.9673,0.9340,0.9986,0.0363,0.0473
