step,id,lineage,age,turns,mass,size,side,density,born_size,born_mass,born_hard,born_muscle,born_sensor,born_digestive,born_bite,hard,muscle,sensor,digestive,bite,bite_any,shell,speed,energy,fat,plant,meat,killed,scavenged,travel,path,worn,pace,place,born_place,temp,moist,height,medium,algae,detritus,water,drank,open_soft,cells
10000,1238238,1,1254,848,26.89,28,8,0.960,42,40.33,0,18,0,24,0,0,18,0,10,0,0,1.00,0.669,0.000,35.034,97.922,0.000,0.000,0.000,1.27,1.50,0,0.771,11,11,31.4,0.000,-31,1,97.922,0.000,1.000,0,28,0000040044444400442224002222000022200000222000002220000022000000
10000,1238254,1,1254,847,31.61,34,7,0.973,49,45.72,0,14,4,31,0,0,13,3,18,0,0,1.00,0.411,0.917,18.952,68.835,6.053,1.731,4.322,24.74,51.75,0,0.711,10,2,17.4,0.000,-37,1,14.144,0.000,1.000,0,28,0444000044400004440004423000442332244222224422224
10000,1238293,1,1252,622,64.82,64,8,1.013,64,64.82,0,1,0,63,0,0,1,0,63,0,0,1.00,0.015,0.000,69.990,37.128,65.458,21.520,43.938,0.00,0.00,0,0.497,6,4,53.0,0.064,13,0,0.000,37.128,1.000,0,32,4444444444444444444444444444444444444444444444444444444444442444
10000,1238317,1026,1252,746,45.06,49,7,0.980,49,45.06,0,16,6,27,0,0,16,6,27,0,0,1.00,0.355,0.000,17.066,60.655,0.566,0.566,0.000,17.89,46.25,0,0.596,14,14,29.5,0.000,-675,1,60.655,0.000,1.000,0,28,4444444444444442224442222244222224422333442333444
10000,1238434,1,1248,827,33.62,36,7,0.960,49,46.10,0,26,2,21,0,0,23,2,11,0,0,1.00,0.684,0.000,16.683,68.992,26.086,25.586,0.500,8.55,25.50,0,0.690,11,14,33.0,0.000,-27,1,68.992,0.000,1.000,0,26,0444444004444400222230022223002222200222220022222
10000,1238458,1,1247,778,40.93,34,7,1.077,36,43.08,4,17,0,15,5,4,15,0,15,0,4,1.64,0.366,0.000,29.402,64.034,18.333,16.221,2.111,8.86,22.00,0,0.625,5,7,12.3,0.755,1830,0,0.000,0.000,1.000,0,38,2022220422222244000224400002440000244440011444411
10000,1238486,1,1246,684,52.42,52,8,1.008,53,53.42,0,0,0,53,0,0,0,0,52,0,0,1.00,0.000,0.000,36.411,50.345,22.549,1.776,20.773,0.00,0.00,0,0.552,11,11,37.5,0.000,-19,2,0.000,49.851,1.000,0,46,4444444444444444444444444440044444400044444000444440004404444444
10000,1238488,857,1246,667,52.09,45,7,1.158,49,56.72,0,21,0,28,0,0,20,0,25,0,0,1.00,0.384,0.000,30.078,79.173,0.813,0.000,0.813,17.79,41.75,1,0.554,14,14,35.3,0.000,-1056,2,0.000,79.173,1.000,0,34,4004440444444444220444422224422222442222244422224
10000,1238492,1077,1246,1246,12.86,11,5,1.072,13,15.01,1,4,0,8,2,1,4,0,6,2,2,1.29,0.311,0.000,13.940,45.755,2.283,0.275,2.008,21.27,60.75,0,1.000,14,14,30.9,0.000,-573,2,0.000,45.755,1.000,0,12,0000000000001440224402244
10000,1238571,1000,1244,1218,6.99,7,6,0.999,17,16.98,0,7,0,10,0,0,5,0,2,0,0,1.00,0.715,0.000,6.767,41.804,31.860,31.860,0.000,20.57,89.00,0,1.000,14,14,35.7,0.000,-424,1,41.804,0.000,1.000,0,12,000000000000000000000004000224000222
10000,1238596,1104,1244,704,49.92,49,7,1.019,49,49.92,0,0,0,49,0,0,0,0,49,0,0,1.00,0.000,0.000,10.672,33.524,13.714,0.000,13.714,0.00,0.00,0,0.566,11,11,30.8,0.000,-63,2,0.000,33.524,1.000,0,28,4444444444444444444444444444444444444444444444444
10000,1238647,1103,1242,762,42.46,36,6,1.179,36,42.46,0,21,0,15,0,0,21,0,15,0,0,1.00,0.495,0.000,0.833,45.370,12.456,9.964,2.492,42.69,70.00,0,0.614,7,11,20.1,0.769,136,0,0.000,45.351,1.000,0,24,222222222222222222222444444444444444
10000,1238648,1,1242,827,27.31,28,8,0.976,39,38.05,0,6,0,33,0,0,4,0,24,0,0,1.00,0.146,0.000,12.986,45.774,4.147,1.225,2.921,0.56,0.75,0,0.765,8,6,26.2,0.885,22,0,0.140,0.000,1.000,0,26,0044444444444444224444442200444400000000000000000000000000000000
10000,1238661,1,1241,732,45.98,49,7,1.011,49,45.98,0,19,7,23,0,0,19,7,23,0,0,1.00,0.413,0.000,37.813,69.493,8.609,7.504,1.105,70.02,102.00,0,0.590,13,14,9.3,0.000,-570,2,0.000,69.493,1.000,0,28,4444444444444444444443333344223322222222222222222
10000,1238663,1090,1241,845,34.50,36,6,1.045,36,34.50,0,16,6,14,0,0,16,6,14,0,0,1.00,0.464,0.000,24.679,69.283,2.423,2.419,0.004,51.20,84.50,0,0.681,14,14,36.9,0.000,-660,2,0.000,69.283,1.000,0,24,444444442244422224322224322224332233
10000,1238803,1,1238,747,24.73,27,7,0.933,49,44.33,0,29,3,17,0,0,19,1,7,0,0,1.00,0.768,0.000,20.965,84.980,27.776,27.776,0.000,16.34,60.00,0,0.804,14,14,23.1,0.000,-582,1,84.980,0.000,1.000,0,24,0000000000000040000004422223422222242222204422220
10000,1238819,1,1237,723,46.79,49,7,1.006,49,46.79,0,16,5,28,0,0,16,5,28,0,0,1.00,0.342,0.000,50.705,34.840,36.608,1.160,35.448,3.09,9.75,0,0.585,11,11,34.6,0.000,-1,2,0.000,34.840,1.000,0,28,4444444442224442222244223224422332444233444444444
10000,1238847,1,1236,610,65.57,64,8,1.049,64,65.57,0,32,3,29,0,0,32,3,29,0,0,1.00,0.488,0.000,1.016,31.832,15.367,3.978,11.389,0.00,0.00,0,0.494,7,6,5.8,1.000,5,0,0.000,30.233,1.000,0,32,3222222243222222442222224442222244422222444442224444444344444444
10000,1238899,1,1235,690,51.12,64,8,0.993,64,51.12,0,0,25,39,0,0,0,25,39,0,0,1.00,0.000,0.000,14.899,66.177,2.621,2.189,0.432,0.00,0.00,0,0.559,11,11,35.1,0.000,-21,1,66.175,0.000,1.000,0,32,4444444444444444444434444433334444333334433333344433333444333344
10000,1238916,993,1235,860,32.99,33,7,1.000,33,32.99,0,15,0,18,0,0,15,0,18,0,0,1.00,0.455,1.496,44.229,89.340,6.889,6.889,0.000,9.10,19.25,0,0.696,11,11,24.6,0.000,-30,1,89.340,0.000,1.000,0,24,0004444000444400224440022244002224400222440022224
10000,1238941,1,1234,602,61.56,56,8,1.219,64,71.31,2,12,15,35,0,2,12,15,27,0,0,1.00,0.195,3.737,35.123,78.579,36.626,21.428,15.198,2.75,2.75,0,0.510,5,7,-9.7,0.762,647,0,0.000,0.000,1.000,0,30,0444444404444444044331440433331402333334022333340222224404222244
10000,1238971,1,1233,774,38.20,44,7,0.920,49,42.80,0,23,5,21,0,0,23,5,16,0,0,1.00,0.602,0.000,71.478,90.380,0.000,0.000,0.000,2.75,2.75,0,0.647,11,11,30.6,0.000,-22,1,90.380,0.000,1.000,0,30,4000004444444444222344222223422222342222234222223
10000,1239010,6,1232,932,27.96,29,6,0.998,29,27.96,0,15,2,12,0,0,15,2,12,0,0,1.00,0.537,0.843,53.500,63.639,5.110,5.110,0.000,2.47,13.50,0,0.756,11,11,38.2,0.000,-8,1,63.639,0.000,1.000,0,34,222444222244200224202224300244300444
10000,1239061,6,1230,1100,12.98,13,6,0.998,30,29.95,0,17,0,13,0,0,9,0,4,0,0,1.00,0.693,0.000,26.245,61.185,8.802,8.802,0.000,10.26,10.75,0,1.000,11,11,37.9,0.000,-17,1,61.185,0.000,1.000,0,16,022244022224000224000000000000000000
10000,1239072,1,1229,715,42.79,51,8,0.951,64,55.16,0,19,12,33,0,0,12,12,27,0,0,1.00,0.280,0.000,40.768,105.811,0.000,0.000,0.000,16.80,24.50,0,0.611,11,11,35.7,0.000,-41,1,105.811,0.000,1.000,0,30,0000444400444444002444440222344402233344022333440223334402233444
10000,1239074,1107,1229,737,44.27,38,7,1.165,39,45.44,0,0,0,39,0,0,0,0,38,0,0,1.00,0.000,0.000,41.018,35.623,55.695,0.000,55.695,0.00,0.00,1,0.601,11,11,31.4,0.000,-55,2,0.000,35.623,1.000,0,32,4444400044400044440004444400444444444444444444444
10000,1239075,6,1229,919,27.50,26,6,1.058,36,38.08,0,11,0,25,0,0,10,0,16,0,0,1.00,0.364,0.000,28.862,64.853,12.209,11.405,0.803,19.97,61.25,0,0.763,7,6,32.5,0.515,253,0,0.000,0.000,1.000,0,24,444444444444022224002224002224000004
10000,1239101,1,1229,885,15.61,17,7,0.918,39,35.80,0,14,0,25,0,0,14,0,3,0,0,1.00,0.897,0.000,5.078,74.968,6.877,0.000,6.877,14.15,75.00,0,1.000,6,0,5.3,0.190,93,0,0.000,0.000,1.000,0,20,0000000000000000000000022200002220002222200422244
10000,1239109,1,1228,923,28.31,29,7,0.976,29,28.31,0,3,0,26,0,0,3,0,26,0,0,1.00,0.106,0.000,8.516,112.362,0.531,0.531,0.000,10.33,11.50,0,0.752,11,11,30.5,0.000,-67,1,112.362,0.000,1.000,0,34,4444444444444444200444200004420000444000004400000
10000,1239144,993,1228,754,42.34,38,7,1.114,38,42.34,0,5,0,33,0,0,5,0,33,0,0,1.00,0.118,3.801,58.533,88.946,12.125,0.000,12.125,1.12,1.50,0,0.615,11,11,37.7,0.000,-33,2,0.000,88.946,1.000,0,30,4444444004444400444440044444022444400244440022444
10000,1239162,1,1227,799,20.84,21,7,0.992,43,42.68,0,15,0,28,0,0,7,0,14,0,0,1.00,0.336,0.000,0.002,86.728,11.047,0.000,11.047,8.31,9.25,0,0.876,7,6,9.3,0.782,87,0,0.000,0.000,1.000,0,20,4440000444000044400004440000442000022200002220000
10000,1239170,1105,1227,663,54.79,49,7,1.118,49,54.79,0,24,0,25,0,0,24,0,25,0,0,1.00,0.438,0.000,4.153,37.430,13.627,0.996,12.631,0.25,0.25,0,0.540,11,11,37.2,0.000,-124,2,0.000,37.430,1.000,0,28,2222222222222222244222244444244444424444442444444
10000,1239171,1,1227,1093,19.68,18,7,0.984,20,21.65,2,5,0,13,3,2,5,0,11,0,3,1.45,0.254,0.000,23.929,60.675,15.338,15.338,0.000,16.49,34.25,0,0.902,10,14,21.4,0.000,-26,1,60.675,0.000,1.000,0,20,0400400444444044220004222100000100000000000000000
10000,1239181,1077,1226,1226,11.26,11,6,1.023,11,11.26,0,3,0,8,0,0,3,0,8,0,0,1.00,0.266,0.000,8.016,38.500,1.445,0.000,1.445,6.33,26.25,0,1.000,14,14,28.3,0.000,-494,2,0.000,38.500,1.000,0,18,000004000004000004000044000244000224
10000,1239209,1,1225,716,46.79,49,7,1.006,49,46.79,0,16,5,28,0,0,16,5,28,0,0,1.00,0.342,0.000,37.062,63.770,4.215,0.655,3.561,27.77,43.25,0,0.585,14,11,24.2,0.000,-226,2,0.000,63.770,1.000,0,28,4444444442224442222244223224422332444233444444444
10000,1239211,1,1225,611,64.16,55,8,1.166,55,64.16,0,19,0,36,0,0,19,0,36,0,0,1.00,0.296,0.000,33.893,14.902,58.804,42.647,16.157,6.18,11.00,0,0.499,11,11,38.1,0.000,-13,2,0.000,14.892,1.000,0,46,4444444422244444222224442222004422220044222000444440044444444444
10000,1239212,1,1225,722,45.98,49,7,1.011,49,45.98,0,19,7,23,0,0,19,7,23,0,0,1.00,0.413,3.661,36.587,83.433,3.669,3.299,0.371,92.64,109.50,0,0.590,11,14,30.7,0.000,-119,2,0.000,83.433,1.000,0,28,4444444444444444444443333344223322222222222222222
10000,1239246,1000,1225,1197,15.98,16,6,0.999,17,16.98,0,7,0,10,0,0,7,0,9,0,0,1.00,0.438,2.294,21.783,66.475,23.468,23.468,0.000,30.29,122.75,0,1.000,14,14,34.0,0.000,-481,1,66.475,0.000,1.000,0,20,000044000444000044000224000224000222
10000,1239261,103,1224,650,56.71,49,7,1.146,49,56.71,1,15,1,32,4,1,15,1,32,0,4,1.07,0.265,7.036,37.503,77.879,1.736,0.075,1.661,7.43,26.00,0,0.531,11,11,18.1,0.000,-39,2,0.000,77.879,1.000,0,27,4444444444444444224444222244422224442222444312444
10000,1239262,1,1224,658,32.74,35,8,0.936,64,59.88,0,28,0,36,0,0,13,0,22,0,0,1.00,0.397,0.000,23.855,109.949,9.075,2.113,6.961,5.77,51.25,0,0.699,8,2,18.4,0.755,310,0,0.000,0.000,1.000,0,34,4404000044440000444400004442000044220000442200004422000044222222
10000,1239265,1,1224,659,55.16,64,8,0.951,64,55.16,0,19,12,33,0,0,19,12,33,0,0,1.00,0.344,0.000,7.009,67.790,21.114,21.114,0.000,14.76,21.25,0,0.539,11,14,32.2,0.000,-159,1,67.790,0.000,1.000,0,32,4444444444444444222444442222344422233344222333442223334422233444
10000,1239273,1,1224,714,46.95,49,7,0.999,49,46.95,0,13,4,32,0,0,13,4,32,0,0,1.00,0.277,1.251,64.530,96.265,41.618,41.618,0.000,10.55,33.50,0,0.584,11,11,37.7,0.000,-94,1,96.265,0.000,1.000,0,28,4444444444444444444444444444433334422222242222222
10000,1239305,1,1222,756,41.75,43,7,1.113,43,41.75,0,0,11,32,0,0,0,11,32,0,0,1.00,0.000,0.000,35.001,63.565,0.000,0.000,0.000,0.00,0.00,0,0.619,11,11,25.6,0.000,-17,2,0.000,63.565,1.000,0,28,4444444444444444444444433444003334400333440033344
10000,1239321,1,1222,711,47.22,49,7,0.984,49,47.22,0,22,2,25,0,0,22,2,25,0,0,1.00,0.466,3.969,5.091,63.000,0.196,0.196,0.000,7.29,30.00,0,0.582,13,10,13.7,0.000,-215,1,63.000,0.000,1.000,0,28,4444444442222442222244223224422322442222244444444
10000,1239327,1,1222,603,38.69,38,9,1.018,77,78.39,0,39,0,38,0,0,12,0,26,0,0,1.00,0.310,3.098,49.581,81.241,8.805,1.195,7.610,1.50,1.50,0,0.643,11,11,31.9,0.000,-18,2,0.000,81.241,1.000,0,46,000040444000044440000024440000022440000022044000022044000022044000020444000224444
10000,1239339,1,1222,605,63.39,59,8,1.074,64,68.77,0,32,0,32,0,0,32,0,27,0,0,1.00,0.505,0.000,22.493,81.671,22.823,8.943,13.880,3.54,4.00,1,0.502,5,7,-10.5,0.825,541,0,0.000,0.000,1.000,0,32,0444444444444444442222444422222442222224422222240222222400222220
10000,1239344,1,1221,728,44.92,49,7,1.021,49,44.92,0,11,10,28,0,0,11,10,28,0,0,1.00,0.245,0.000,17.796,68.239,1.556,0.000,1.556,5.94,57.75,0,0.597,11,11,22.5,0.000,-99,2,0.000,68.239,1.000,0,28,4444444444444444444444433324443332243333224222222
10000,1239347,1077,1221,1221,15.28,15,6,1.019,15,15.28,0,6,0,9,0,0,6,0,9,0,0,1.00,0.393,0.000,12.366,44.590,5.171,0.000,5.171,21.25,99.75,0,1.000,11,14,38.2,0.000,-86,2,0.000,44.590,1.000,0,22,000004000004000044000044002244022224
10000,1239376,993,1220,772,39.94,42,7,0.998,42,39.94,0,15,4,23,0,0,15,4,23,0,0,1.00,0.376,3.606,41.933,104.637,2.868,2.868,0.000,35.67,87.25,0,0.633,14,14,31.2,0.000,-557,1,104.637,0.000,1.000,0,30,4444444444444400224440222243022224302224430022443
10000,1239388,1,1220,859,32.24,30,6,1.040,30,32.24,1,15,0,14,5,1,15,0,14,0,5,1.17,0.465,0.000,17.054,73.236,1.113,0.386,0.727,15.28,38.25,0,0.705,8,8,36.5,0.820,980,0,0.000,0.000,1.000,0,34,222222422222440022440002444402444441
10000,1239426,1,1219,655,41.16,44,8,0.936,64,59.88,0,28,0,36,0,0,22,0,22,0,0,1.00,0.534,1.431,20.096,74.413,3.362,1.970,1.392,6.75,59.00,0,0.623,7,2,14.7,0.581,66,0,0.000,0.000,1.000,0,30,0000000000044440444444404442222444222222442222224422222240000000
10000,1239427,1,1219,648,54.50,58,8,0.940,64,60.14,0,31,0,33,0,0,31,0,27,0,0,1.00,0.569,0.000,1.952,67.958,0.000,0.000,0.000,89.92,125.50,0,0.542,14,14,20.8,0.000,-535,1,67.958,0.000,1.000,0,34,4000000444444444224444442222444422222444222222442222222422222224
10000,1239452,1,1218,459,112.53,100,10,1.125,100,112.53,0,56,0,44,0,0,56,0,44,0,0,1.00,0.498,10.743,81.224,65.836,67.522,32.075,35.447,0.50,0.50,0,0.377,8,6,10.9,1.000,43,0,0.000,65.720,1.000,0,40,4444444444444444444444442244444422222244422222222442222222244222222224422222222442222222244222222224
10000,1239454,1121,1218,588,61.30,48,8,1.277,64,81.74,0,37,0,27,0,0,21,0,27,0,0,1.00,0.343,0.267,43.844,43.333,79.644,71.084,8.559,14.29,21.75,0,0.511,4,11,38.4,0.503,29,0,0.000,41.231,1.000,0,38,2200002202000022020444420244444402444444024444440224444402222222
10000,1239459,1122,1218,1118,18.98,19,6,0.999,19,18.98,0,10,0,9,0,0,10,0,9,0,0,1.00,0.527,0.000,28.640,69.097,19.043,19.043,0.000,4.10,22.75,0,0.918,11,11,37.2,0.000,-37,1,69.097,0.000,1.000,0,24,000224000004002224002224002244000444
10000,1239464,1,1218,709,47.22,49,7,0.984,49,47.22,0,22,2,25,0,0,22,2,25,0,0,1.00,0.466,0.000,23.643,64.736,0.409,0.000,0.409,17.55,33.50,0,0.582,6,11,6.6,0.165,158,0,47.072,0.000,1.000,0,28,4444444442222442222244223224422322442222244444444
10000,1239530,1,1216,706,47.36,49,7,1.064,49,47.36,0,17,9,23,0,0,17,9,23,0,0,1.00,0.359,0.000,32.244,66.376,2.905,2.416,0.489,25.35,48.75,0,0.581,14,14,36.6,0.000,-346,2,0.000,66.376,1.000,0,28,2244444222244422223442223344223334422333444444444
10000,1239556,1,1215,602,40.46,29,8,1.124,64,74.18,8,0,12,44,0,8,0,2,19,0,0,3.25,0.000,0.000,1.928,35.073,22.639,6.691,15.948,0.00,0.00,0,0.629,11,11,18.5,0.000,-5,2,0.000,35.060,1.000,0,17,1444444414444444144334441000000010000000100000001000000010000000
10000,1239563,1,1215,621,57.37,53,8,1.083,64,69.28,0,32,0,32,0,0,28,0,25,0,0,1.00,0.488,0.000,60.785,47.301,29.399,2.404,26.994,0.00,0.00,0,0.528,11,11,31.9,0.000,-17,2,0.000,47.301,1.000,0,34,0000004444444444042224440222224402222244022222440222224422222444
10000,1239591,1121,1214,659,54.18,49,7,1.117,49,54.18,0,0,1,48,0,0,0,1,48,0,0,1.00,0.000,0.000,23.316,31.979,19.357,2.287,17.071,0.00,0.00,0,0.543,11,11,36.4,0.000,-36,2,0.000,31.979,1.000,0,28,4444444444444444444444444444444444444444443444444
10000,1239613,1,1214,899,23.92,22,6,1.040,30,32.24,1,15,0,14,5,1,8,0,13,0,1,1.17,0.334,0.000,0.922,50.165,11.294,10.398,0.897,12.61,29.75,1,0.818,8,8,39.9,0.789,1307,0,0.000,0.000,1.000,0,34,222000422200400020440000444402444441
10000,1239622,1,1213,459,108.29,76,9,0.902,81,112.81,44,15,0,22,5,44,15,0,17,5,5,8.39,0.139,0.000,25.372,51.273,2.654,2.654,0.000,5.10,6.50,0,0.384,14,14,33.1,0.000,-340,1,51.273,0.000,1.000,0,18,111111111111111111041111111041222111041222211041222211041122211444112111444444444
10000,1239693,1,1211,730,44.03,45,8,0.978,45,44.03,0,1,0,44,0,0,1,0,44,0,0,1.00,0.023,0.000,4.482,48.673,0.000,0.000,0.000,0.00,0.00,0,0.603,11,11,30.8,0.000,-109,1,48.673,0.000,1.000,0,42,4444444444444444444444444444004444402004444000004440000044440000
10000,1239695,6,1211,925,26.96,28,6,0.998,29,27.96,0,15,2,12,0,0,14,2,12,0,0,1.00,0.519,0.000,27.281,64.300,11.397,11.397,0.000,8.10,14.25,1,0.770,11,11,37.3,0.000,-40,1,64.300,0.000,1.000,0,38,222444222244200224202204300244300444
10000,1239699,1,1211,604,58.88,39,8,0.853,64,79.36,30,7,2,25,2,30,0,0,9,0,0,10.35,0.000,0.000,7.384,67.185,7.222,7.153,0.068,0.25,0.25,0,0.521,7,4,25.6,0.259,874,0,0.000,0.000,1.000,0,8,1111111141111111411111114441111144441110000000000000000000000000
10000,1239701,1,1211,807,12.94,13,7,0.995,49,48.77,0,23,0,26,0,0,1,0,12,0,0,1.00,0.077,0.000,12.895,95.705,23.619,23.619,0.000,28.80,89.00,0,1.000,11,11,28.2,0.000,-24,1,95.705,0.000,1.000,0,18,0000004000004400000440000044000004400000440000024
10000,1239705,6,1211,701,47.71,44,7,1.084,44,47.71,0,29,0,15,0,0,29,0,15,0,0,1.00,0.608,0.000,13.194,34.628,17.647,9.330,8.317,4.59,14.75,0,0.579,11,11,37.6,0.000,-15,2,0.000,34.628,1.000,0,38,2222224222222422222242022224202224440022444404444
10000,1239722,1,1210,484,84.92,65,9,1.036,81,101.49,23,16,12,30,0,23,4,12,26,0,0,1.78,0.047,0.000,17.326,55.130,1.898,0.414,1.484,1.68,12.25,0,0.434,14,14,37.7,0.000,-256,2,0.000,55.130,1.000,0,34,004444444004444444002111444002111144001111144001111134003111134003311334223333344
10000,1239758,1077,1209,1209,12.86,11,5,1.072,13,15.01,1,4,0,8,2,1,4,0,6,2,2,1.22,0.311,0.287,19.564,50.522,3.431,0.000,3.431,26.56,60.25,0,1.000,13,14,21.9,0.000,-845,2,0.000,50.522,1.000,0,16,0000400004001440224002240
10000,1239772,1,1209,601,64.56,64,8,1.041,64,64.56,0,18,4,42,0,0,18,4,42,0,0,1.00,0.279,0.000,25.561,80.577,8.869,5.548,3.322,14.15,32.00,0,0.498,7,8,11.7,0.596,167,0,0.000,0.000,1.000,0,32,4444444444444444444444444444444442333444222234442222224422222224
10000,1239796,1,1208,851,32.22,33,6,0.976,33,32.22,0,0,0,33,0,0,0,0,33,0,0,1.00,0.000,0.000,14.735,55.249,10.254,10.254,0.000,0.00,0.00,0,0.705,11,11,30.5,0.000,-1,1,55.249,0.000,1.000,0,28,444444444444444444444444404444400444
10000,1239822,1,1208,756,38.82,39,7,0.995,49,48.77,0,23,0,26,0,0,17,0,22,0,0,1.00,0.438,0.000,58.114,122.066,0.005,0.000,0.005,8.81,49.25,0,0.642,11,11,28.3,0.000,-21,1,122.059,0.000,1.000,0,28,0440004044444402444440222444022224402222440222224
10000,1239864,1104,1207,691,48.73,49,7,0.994,49,48.73,0,0,0,49,0,0,0,0,49,0,0,1.00,0.000,0.000,5.772,106.514,0.000,0.000,0.000,0.00,0.00,0,0.573,11,11,32.2,0.000,-10,1,106.514,0.000,1.000,0,28,4444444444444444444444444444444444444444444444444
10000,1239867,6,1206,922,26.96,28,6,0.998,29,27.96,0,15,2,12,0,0,14,2,12,0,0,1.00,0.519,4.456,35.090,77.156,0.114,0.114,0.000,9.91,69.00,1,0.770,11,11,37.9,0.000,-108,1,77.156,0.000,1.000,0,36,220444222244200224202224300244300444
10000,1239897,1,1206,934,11.23,12,8,0.936,64,59.88,0,28,0,36,0,0,8,0,4,0,0,1.00,0.713,0.000,10.607,52.168,5.049,4.219,0.830,3.75,12.75,0,1.000,8,2,17.7,0.808,331,0,0.000,0.000,1.000,0,22,0000000000000000000000000000000000000000000000004400002244222222
10000,1239928,943,1204,599,64.61,44,8,1.468,44,64.61,0,0,0,44,0,0,0,0,44,0,0,1.00,0.000,5.477,71.880,67.467,36.009,0.000,36.009,0.00,0.00,0,0.498,11,11,36.9,0.000,-38,2,0.000,67.467,1.000,0,32,4444444444444444444444444444444400004444000004440000044400000044
10000,1239961,1,1203,647,55.16,64,8,0.951,64,55.16,0,19,12,33,0,0,19,12,33,0,0,1.00,0.344,0.000,70.360,106.642,0.048,0.046,0.001,5.49,40.50,0,0.539,11,14,34.1,0.000,-165,1,106.642,0.000,1.000,0,32,4444444444444444222444442222344422233344222333442223334422233444
10000,1239990,6,1203,912,26.96,28,6,0.998,29,27.96,0,15,2,12,0,0,15,2,11,0,0,1.00,0.556,0.000,54.018,91.260,8.437,8.437,0.000,15.83,58.50,1,0.770,11,11,38.2,0.000,-140,1,91.260,0.000,1.000,0,34,222440222244200224202224300244300444
10000,1239996,1,1202,645,54.88,42,7,1.076,49,62.42,10,12,2,25,4,10,12,2,18,4,4,1.79,0.219,0.000,6.607,50.761,4.449,3.869,0.580,2.70,7.25,0,0.540,8,2,3.9,0.691,309,0,0.000,0.000,1.000,0,27,4411144411114411222401423220442322044222404400044
10000,1240026,993,1201,1176,13.01,13,6,1.001,36,36.04,0,16,0,20,0,0,2,0,11,0,0,1.00,0.154,0.000,59.617,95.371,15.235,0.000,15.235,2.55,3.50,0,1.000,7,7,69.9,0.510,14,0,0.000,95.351,1.000,0,18,444000044444022444000000000000000000
10000,1240054,993,1200,833,30.83,30,6,1.045,36,36.58,0,12,2,22,0,0,12,1,17,0,0,1.00,0.389,0.000,7.767,36.137,17.471,8.020,9.451,24.03,30.25,0,0.720,11,14,37.1,0.000,-55,2,0.000,36.137,1.000,0,24,000444444443422444222240222440222440
10000,1240083,1,1199,755,33.14,32,7,1.036,41,42.46,0,18,0,23,0,0,9,0,23,0,0,1.00,0.272,2.727,12.237,88.815,22.921,2.926,19.995,7.50,13.25,1,0.695,7,8,43.5,0.080,197,0,0.000,0.000,1.000,0,42,2000000022220044400224440002444000244444444444444
10000,1240098,1,1199,578,68.77,64,8,1.074,64,68.77,0,32,0,32,0,0,32,0,32,0,0,1.00,0.465,0.000,3.032,62.852,9.332,0.974,8.358,2.50,3.50,0,0.482,5,7,-11.6,0.861,560,0,0.000,0.000,1.000,0,32,4444444444444444442222444422222442222224422222244222222444222224
10000,1240108,1127,1198,608,62.09,49,7,1.280,49,62.09,0,0,1,48,0,0,0,1,48,0,0,1.00,0.000,6.985,79.040,85.218,16.763,0.000,16.763,0.00,0.00,0,0.508,11,11,24.5,0.000,-49,2,0.000,85.218,1.000,0,28,4444444444444444444444443444444444444444444444444
10000,1240110,1,1198,679,49.66,54,8,0.920,54,49.66,0,22,0,32,0,0,22,0,32,0,0,1.00,0.443,0.000,7.385,66.984,0.912,0.000,0.912,19.69,26.75,0,0.568,6,11,20.0,0.040,148,0,54.848,0.000,1.000,0,52,4444444444400444440000444402200444222204422222244222222444222244
10000,1240177,1,1196,504,89.95,81,9,1.046,81,89.95,5,39,0,37,4,5,39,0,37,0,4,1.14,0.434,0.000,15.092,38.651,12.254,1.599,10.655,0.00,0.00,0,0.422,6,6,10.0,0.275,6,0,0.000,38.606,1.000,0,35,444444444444444444222224444222222444222222144222222144222222144222221444222221444
10000,1240207,1,1195,665,48.67,59,8,1.025,64,53.80,0,9,23,32,0,0,8,23,28,0,0,1.00,0.164,0.000,82.745,79.825,27.235,5.521,21.714,2.50,2.50,0,0.573,11,11,33.6,0.000,-18,2,0.000,79.825,1.000,0,38,4404444444044444220333442223334422333344233333444333334400333444
10000,1240272,103,1193,589,65.63,49,7,1.141,49,65.63,11,11,5,22,3,11,11,5,22,0,3,3.71,0.168,0.000,19.184,45.716,24.465,10.404,14.061,1.00,1.50,0,0.494,8,6,68.5,0.786,90,0,0.000,0.000,1.000,0,17,4444444444444444333444322234422222411222111111111
10000,1240285,6,1193,881,29.28,29,6,1.010,29,29.28,0,17,0,12,0,0,17,0,12,0,0,1.00,0.581,0.000,0.837,35.062,4.406,1.320,3.087,8.71,20.25,0,0.739,11,7,37.4,0.000,-3,2,0.000,24.814,1.000,0,34,222444222244222024222004220044420044
10000,1240363,1,1191,708,45.26,49,7,0.973,49,45.26,0,19,5,25,0,0,19,5,25,0,0,1.00,0.420,0.000,27.196,87.857,0.374,0.374,0.000,14.35,39.75,0,0.595,10,11,12.9,0.000,-89,1,87.857,0.000,1.000,0,28,4444444442222442222244223324422332442223244444444
10000,1240401,1,1190,838,32.24,30,6,1.040,30,32.24,1,15,0,14,5,1,15,0,14,0,5,1.17,0.465,0.024,12.799,59.466,0.155,0.000,0.155,26.30,67.75,0,0.705,8,8,37.7,1.000,546,0,0.000,0.000,1.000,0,34,222222422222440022440002444402444441
