name,kinds_held,kinds_at,placed,forms,ways,pop,pop_min,pop_end,ms_step,err,blocked,no_room,kills,wood,warm_land,cool_land,btemp_land,open_land,climbed,carried,fat,sighted,land_drift,sea_drift,death_hunger,death_broken,death_wear,death_thirst,death_suffocation,death_cold,pop_land,pop_surface,pop_bottom,heat,wood_food,fat_weight,fresh,light,climb,carry
d03,4,5.333333333333333,2,705,"mixed/no tooth/roams/shore, plant/no tooth/stays/land, plant/no tooth/stays/shore, plant/tooth/stays/land",14966.5,11799.0,16514.0,52.661846153846156,2.96e-14,0.5678461538461538,0.5442692307692307,0.3379076923076923,0.0031649365091951064,0.035826923076923076,0.0018207692307692308,26.08576923076923,0.7707692307692308,0.11161153846153846,16.48743846153846,11.001423076923077,0.02285,0.06826427646351803,-0.03929883620715003,0.43445984381951874,0.08226616614222314,0.0006122294695539772,0.4098070733572359,0.05302973030920067,0.019824956902267602,7280.884615384615,2476.076923076923,5209.538461538462,0.06074,0.1315,0.1345,0.1102,0.8679,6.391e-05,0.1642
d05,4,5.333333333333333,2,499,"plant/no tooth/stays/land, plant/no tooth/stays/shore, plant/tooth/stays/land, plant/tooth/stays/shore",12180.153846153846,10000.0,11877.0,36.2265,3.2e-14,0.604576923076923,0.617423076923077,0.3556115384615385,0.0017029222743475036,0.11269615384615385,0.005363846153846154,25.671923076923076,0.5352384615384616,0.03913076923076923,2.7575884615384614,18.716846153846152,0.044496153846153845,0.06070282493854184,-0.04007515806509127,0.33061204839164493,0.04934306301597236,0.0011118982280698135,0.5330722856118841,0.03456742573780752,0.051293279014621274,6936.2307692307695,2045.3461538461538,3198.576923076923,0.1476,0.03795,0.1677,0.3792,0.1894,2.589e-05,0.02882
d20,4,6.333333333333333,1,312,"mixed/no tooth/roams/shore, mixed/no tooth/stays/shore, plant/no tooth/stays/land, plant/no tooth/stays/shore",9717.576923076924,6867.0,6961.0,28.80776923076923,2.73e-14,0.559076923076923,0.6013846153846154,0.3516076923076923,0.0015799617891463689,0.05857307692307692,0.0016411538461538462,24.822692307692307,0.6815384615384615,0.14664615384615384,4.111738461538462,8.974884615384616,0.0288,0.053872078763980674,-0.029914340097378207,0.24866619866619866,0.057911547911547914,0.00012425412425412426,0.616958932958933,0.05839031239031239,0.017948753948753948,4583.461538461538,1503.2307692307693,3630.8846153846152,0.07379,0.4307,0.09867,0.02125,0.4606,0.0001329,0.04137
d04,4,4.333333333333333,1,542,"mixed/no tooth/roams/shore, plant/no tooth/roams/shore, plant/no tooth/stays/land, plant/no tooth/stays/shore",14149.307692307691,11003.0,11003.0,46.854038461538465,2.74e-14,0.5077692307692308,0.4988076923076923,0.3066923076923077,0.003577043726267657,0.02961923076923077,0.0013257692307692308,25.78192307692308,0.9395307692307693,0.28113846153846156,23.676134615384616,7.505076923076923,0.011346153846153846,0.07598963769196362,-0.03922510720635917,0.5835664481369411,0.08222690617560434,0.00024330867536573596,0.27401127285387633,0.04351730247301088,0.01643476168520159,6159.2692307692305,3373.346153846154,4616.692307692308,0.04827,0.2015,0.03615,0.235,0.1764,0.0001479,0.228
d08,3,6.333333333333333,2,585,"mixed/no tooth/roams/shore, plant/no tooth/stays/bottom, plant/no tooth/stays/land",12277.615384615385,9296.0,11097.0,42.96003846153846,3.26e-14,0.5511923076923078,0.5206538461538461,0.3571576923076923,0.002386607609341728,0.1579076923076923,0.004557692307692308,24.99153846153846,0.7459884615384615,0.34930384615384613,27.961423076923076,10.274115384615385,0.052203846153846156,0.03587383667517385,-0.017149916003476078,0.3120055158377743,0.06700972378964093,0.0002610457906200203,0.531177701774115,0.03209800442781486,0.057448008380034846,6328.346153846154,1833.1538461538462,4116.115384615385,0.1396,0.3446,0.1163,0.1521,0.2432,0.000217,0.294
d14,3,4,2,411,"plant/no tooth/stays/land, plant/no tooth/stays/shore, plant/tooth/stays/land",9195.461538461539,7122.0,7745.0,27.381461538461537,2.83e-14,0.5953076923076923,0.6133461538461539,0.3400653846153846,0.0018209674823711382,0.28286538461538463,0.009800769230769231,24.945384615384615,0.5434730769230769,0.052757692307692304,0.5249692307692307,21.577961538461537,0.04435,0.048706783668440876,-0.033402643443211394,0.26994935208383847,0.029180281180604464,0.0010795395504035283,0.5823827227488425,0.028359561718488413,0.0890485427178226,5407.653846153846,1400.2307692307693,2387.576923076923,0.2707,0.1605,0.0407,0.3139,0.2142,4.655e-05,0.005457
d19,3,4,2,425,"plant/no tooth/stays/land, plant/no tooth/stays/shore, plant/tooth/stays/land",9439.692307692309,7541.0,7892.0,25.548576923076922,3.86e-14,0.5856538461538461,0.6350769230769231,0.3409076923076923,0.0019471819916026028,0.26050384615384614,0.008691538461538462,24.93730769230769,0.5618,0.021273076923076922,6.246380769230769,21.858038461538463,0.03870384615384615,0.04025504570582738,-0.02776599452067668,0.263928646508126,0.03829758466096256,0.0012622626080401405,0.5895238686172621,0.029022779070704302,0.07796485853490485,5476.5,1434.423076923077,2528.769230769231,0.2516,0.4355,0.0203,0.2514,0.3785,1.792e-05,0.06427
d07,3,6,1,653,"mixed/no tooth/roams/shore, plant/no tooth/stays/land, plant/no tooth/stays/shore",14107.961538461539,11405.0,12158.0,50.773538461538465,4.05e-14,0.5553076923076923,0.5575769230769231,0.3272,0.0020689480767340064,0.018703846153846154,0.0010223076923076924,26.438846153846153,0.7788846153846154,0.14505384615384614,7.6679615384615385,10.735192307692309,0.019346153846153846,0.08903075759132473,-0.04816191996569248,0.4319517024662557,0.08265154076034491,0.0005176385164108087,0.41348156482059367,0.060698407892736575,0.010699145543658351,6764.2692307692305,2502.6153846153848,4841.076923076923,0.04102,0.2765,0.2394,0.05458,0.1067,8.368e-05,0.07127
d01,3,5.333333333333333,1,280,"plant/no tooth/roams/shore, plant/no tooth/stays/shore, plant/tooth/stays/land",12618.0,10767.0,10767.0,34.994269230769234,2.78e-14,0.5561538461538462,0.6016923076923076,0.3079576923076923,0.0017486596714142348,0.013857692307692307,0.0010703846153846154,26.918076923076924,0.6455461538461539,0.057330769230769234,1.3694461538461538,12.240538461538462,0.03778461538461538,0.0910868613554288,-0.05141533397801922,0.5299304963275074,0.0812061624043688,0.000901415532670545,0.2952434219738534,0.08291352139211018,0.00980498236948967,6459.5,2605.3076923076924,3553.1923076923076,0.03545,0.03298,0.1464,0.07008,0.79,3.32e-05,0.01394
d11,3,4,1,402,"mixed/no tooth/roams/shore, plant/no tooth/roams/surface, plant/no tooth/stays/shore",13879.73076923077,9166.0,12727.0,44.355346153846156,3.35e-14,0.5407307692307692,0.5350769230769231,0.3586153846153846,0.0007369399804044203,0.02381153846153846,0.0009246153846153846,25.842307692307692,0.8655961538461538,0.06301153846153847,0.7428961538461538,7.429653846153846,0.02668076923076923,0.09215990435682947,-0.0519682043954593,0.3282766316522162,0.08445065614115528,9.501686273101666e-05,0.540623299571043,0.03753442289685422,0.009019972876000232,5886.7692307692305,2392.6923076923076,5600.2692307692305,0.04257,0.0239,0.05457,0.03547,0.3493,3.992e-05,0.006783
d02,3,4.666666666666667,0,400,"mixed/no tooth/roams/shore, plant/no tooth/roams/shore, plant/no tooth/stays/shore",13216.192307692309,11203.0,11203.0,36.225692307692306,4.37e-14,0.45953846153846156,0.45026923076923075,0.3565576923076923,0.004019048237929273,0.017726923076923078,0.0007776923076923077,26.173076923076923,1.0250846153846154,0.15248076923076923,0.9555230769230769,7.559115384615385,0.06213076923076923,0.10253360649778442,-0.05727496993976183,0.7838807526423053,0.06146657819485916,0.00024408739750699085,0.12788994739087162,0.014634974801333396,0.011883659573123529,6172.038461538462,3636.9615384615386,3407.1923076923076,0.03023,0.04707,0.07369,0.3236,0.5058,8.923e-05,0.008568
d15,2,5.666666666666667,2,634,"plant/no tooth/stays/land, plant/tooth/stays/land",10557.461538461539,8285.0,9098.0,34.510038461538464,3.17e-14,0.5806538461538461,0.6087692307692307,0.3774192307692308,0.003544086160656227,0.2301653846153846,0.0060526923076923075,24.793846153846154,0.6567846153846154,0.02423076923076923,9.697626923076923,14.760192307692307,0.04690769230769231,0.04523290778620902,-0.027743505582124666,0.28690169448594766,0.04586072920640042,0.0005261816849573853,0.5665001681067561,0.024545847913893158,0.07566537860204532,6054.923076923077,1693.0,2809.5384615384614,0.1863,0.06877,0.2828,0.1568,0.4131,1.896e-05,0.09847
