step,month,steps_sea,steps_fed,steps_seasonal,steps_never,torpid_sea,torpid_fed,torpid_seasonal,torpid_never,births_sea,births_fed,births_seasonal,births_never,deaths_sea,deaths_fed,deaths_seasonal,deaths_never,young_sea,young_fed,young_seasonal,young_never,grown_sea,grown_fed,grown_seasonal,grown_never,winter,winter_torpid,winter_grown,winter_grown_torpid,winter_temp,entered,fat_in,resolved,lived,moved,fed_end
27191,7,538580,431481,122110,0,5285,20994,27276,0,5386,4624,864,0,3963,5000,773,1,2182,3019,340,0,294,264,173,0,5969,5075,1372,1236,-2.39,6,213.0,0,0,0.00,0
27291,8,618846,360173,127633,0,5344,30665,28883,0,6477,4030,937,0,6810,5027,918,0,4335,3118,440,0,290,230,119,0,29779,27952,7175,6953,-4.88,27,180.2,0,0,0.00,0
27391,9,549361,244532,135182,115,5408,43978,31098,0,5301,2323,887,1,5663,3326,860,6,3424,1930,407,1,340,193,76,2,27011,26313,11008,10901,-9.02,2,161.6,6,6,0.00,6
27491,10,518925,248722,133304,294,4922,74047,31499,113,4460,1947,751,8,4380,1487,774,12,2467,828,326,8,319,122,77,1,10561,9738,7267,7132,-8.51,0,0.0,16,15,1.35,13
27591,11,502384,300470,133022,455,4423,54073,27458,25,3958,2632,750,27,4307,2564,765,30,2417,1467,322,28,344,199,103,0,2095,1199,859,743,3.44,0,0.0,13,11,2.91,10
27691,0,447576,320748,144181,432,4261,24262,46798,30,3159,3213,900,24,3393,2914,723,36,1740,1557,282,28,358,346,139,0,469,405,362,351,-6.07,0,0.0,3,1,6.75,0
27791,1,426977,351104,159028,358,4310,25169,103365,0,2895,3755,620,7,2991,3494,492,25,1363,2067,218,18,399,300,86,0,83508,78143,20059,19311,-4.36,164,122.9,3,0,0.00,0
27891,2,414065,364876,165597,98,5413,35247,117892,0,3050,3873,496,2,2872,4613,527,11,1368,2803,219,7,354,212,76,0,118468,115410,39506,38849,-9.83,48,124.5,0,0,0.00,0
27991,3,417154,296138,168602,154,6597,58727,122536,0,3232,2737,509,2,3203,3027,572,5,1657,1588,231,1,314,223,79,1,115995,115556,65631,65554,-14.37,8,116.9,12,11,1.14,11
28091,4,459220,308283,161014,94,6659,96766,126316,0,4084,2713,424,0,3004,2112,421,9,1595,1144,141,4,315,138,96,0,97901,97019,72971,72678,-13.47,0,0.0,29,24,1.00,24
28191,5,522599,397934,167053,118,6547,71530,107021,0,4911,4068,624,3,4905,3136,589,8,3016,1796,215,4,291,214,200,0,8683,7937,6922,6358,-6.53,3,390.0,156,122,0.73,120
28291,6,499368,494638,175893,153,6671,40202,71160,0,4843,5230,826,4,4804,4488,843,10,2856,2641,302,3,317,260,313,2,3848,2390,214,191,4.86,0,0.0,23,14,0.75,14
28391,7,471139,490312,168517,63,6027,22096,41957,63,4488,4771,884,0,5195,5494,1090,0,3308,3282,407,0,312,294,309,0,15148,13829,3815,3579,-4.02,25,195.2,0,0,0.00,0
28491,8,385686,338643,149965,153,7877,31932,38108,23,2672,3180,880,3,3128,5407,1122,9,1675,2989,481,6,277,423,230,1,37076,35321,15873,15553,-8.11,64,130.0,0,0,0.00,0
28591,9,352822,212816,131767,234,8402,42735,43820,100,2032,1967,671,8,2104,2478,837,7,889,1371,314,3,290,232,152,2,43030,41688,23625,23490,-9.83,4,80.0,4,4,0.19,4
28691,10,349973,226361,110854,449,8385,53554,47240,120,2492,1987,477,21,2199,1364,699,27,1013,726,258,25,309,113,117,0,22068,21417,16760,16634,-12.08,1,178.1,45,37,1.30,35
28791,11,385683,311960,103737,17,8156,53635,42444,0,3083,2865,473,0,2344,1961,465,4,1240,1079,176,4,274,165,86,0,7277,6888,6778,6611,-10.66,0,0.0,41,32,0.73,31
28891,0,486521,405631,109637,142,8533,20771,36466,24,4297,3954,607,0,3189,3247,575,1,1810,1876,195,0,297,209,143,1,708,646,708,646,-6.67,0,0.0,5,2,0.00,2
28991,1,523467,406085,111569,132,8079,15496,46783,61,4181,3651,480,0,4306,4186,538,2,2436,2233,212,0,328,292,134,1,35263,33038,10197,9595,-4.82,71,93.2,2,2,17.00,1
29091,2,527010,380365,99780,177,7849,15307,46524,1,4380,3677,402,1,4216,4219,607,4,2265,2294,277,2,350,272,85,2,45569,44521,20097,19878,-11.02,28,83.7,0,0,0.00,0
29191,3,521376,325713,80040,10,8091,30140,48434,0,4696,3049,237,0,4512,3288,472,1,2385,1669,169,0,419,295,82,1,46908,46444,29975,29917,-14.86,8,95.4,1,1,1.25,1
29291,4,513287,338806,67911,10,7884,50294,49541,0,5295,3151,151,0,5650,2937,240,1,3496,1662,87,1,355,166,69,0,38451,37759,29872,29617,-14.16,1,34.1,26,22,0.99,22
29391,5,499565,375916,70787,1,7265,38041,42871,0,4902,3814,273,0,4384,3292,265,1,2651,1822,105,0,332,186,77,1,3784,3563,2859,2747,-7.46,0,0.0,74,58,1.93,57
29491,6,556048,443949,78146,0,7567,29723,29649,0,4704,4780,417,0,3978,4211,376,0,2199,2459,123,0,300,270,128,0,226,103,2,2,8.03,0,0.0,5,2,1.88,2
29591,7,585271,427716,79444,0,8317,13776,22978,0,4497,4701,474,0,4688,5025,555,0,2498,3131,278,0,269,228,104,0,14142,12455,3614,3106,-1.88,29,253.8,0,0,0.00,0
29691,8,500420,334686,67705,0,7747,15291,23273,0,3777,3504,314,0,4784,6163,533,0,2507,3723,250,0,369,327,90,0,23508,22248,8511,7831,-6.76,17,162.1,0,0,0.00,0
29791,9,439318,171863,59752,9,8311,22712,27472,8,3209,1473,284,1,3268,1925,312,1,1606,1058,148,1,395,171,55,0,25521,24756,13393,13228,-10.26,3,162.9,7,7,1.18,7
29891,10,400582,148898,56804,376,7825,31091,29574,27,2637,1104,242,49,2955,1185,262,47,1384,649,107,46,390,88,54,0,20418,19391,14570,14339,-9.02,0,0.0,14,12,2.29,11
29991,11,379502,155458,60812,354,7822,21249,25196,34,2715,1215,276,26,2631,1163,223,34,1253,571,92,31,347,106,45,1,2329,2028,2094,1914,-3.89,0,0.0,26,23,3.09,19
30091,0,385340,191960,76668,207,7528,11673,26505,18,2937,1878,501,12,2790,1444,289,18,1450,806,119,15,312,135,81,0,38,2,0,0,18.64,0,0.0,3,2,0.25,2
30191,1,389485,220631,90140,151,6931,13212,38782,0,3144,2393,404,3,2992,2124,406,10,1579,1292,180,5,322,152,76,0,29563,26131,5789,5364,-3.26,47,121.4,0,0,0.00,0
30291,2,405573,272518,84456,240,7654,17065,43587,8,3210,2920,310,2,2778,2594,467,12,1411,1564,178,5,271,184,75,1,49659,42891,12136,11844,-5.45,18,121.6,1,0,0.00,0
30391,3,378000,283580,74185,102,7796,48726,50693,0,3289,2867,199,0,4093,3026,285,3,2396,1875,94,0,271,177,59,1,45913,45465,19836,19798,-14.02,2,174.5,8,7,0.75,7
30491,4,364823,299745,72655,163,6815,58467,57073,0,3451,2620,188,0,2655,2399,189,10,1539,1418,55,1,261,136,70,0,38971,38457,25034,24916,-12.51,0,0.0,10,7,0.89,6
30591,5,455839,342798,82250,114,6507,44015,48440,0,4727,3462,413,0,3535,2842,282,6,2192,1677,78,0,241,189,88,1,1973,1619,1558,1388,-2.66,0,0.0,42,34,1.85,32
30691,6,542836,381944,103631,37,6450,35360,38707,0,5462,3876,688,0,5040,3499,518,3,3146,2065,208,1,260,291,131,1,280,159,255,155,6.42,2,43.9,7,7,2.39,7
30791,7,529002,390701,121414,0,6853,23074,19788,0,4724,4203,899,0,4736,4396,884,0,2664,2591,378,0,258,379,139,0,5249,4612,2610,2370,-1.14,18,286.0,0,0,0.00,0
30891,8,526091,357338,125496,0,8333,30703,16790,0,4611,3444,942,0,5041,4980,954,0,3038,2936,440,0,309,235,100,0,17879,15654,6397,5986,-3.37,21,145.3,0,0,0.00,0
30991,9,439964,237995,135205,10,8285,51219,20648,0,3193,1918,967,0,3765,2592,816,1,1897,1386,347,0,361,194,98,1,16893,15715,7115,6889,-7.03,3,150.7,4,4,1.12,4
31091,10,361490,212606,125267,9,7288,64437,23679,0,2347,1560,846,0,2973,1343,1161,1,1412,699,585,0,405,136,82,0,7701,7112,5030,4848,-7.49,0,0.0,16,13,1.90,12
31191,11,333521,271815,111700,0,6478,46148,21632,0,2765,2294,514,0,2454,1723,539,0,1253,902,182,0,333,147,86,0,319,253,260,194,-5.30,0,0.0,22,17,3.85,15
31291,0,400978,347735,120529,17,5458,33101,42654,0,3825,3121,523,0,2648,2391,423,0,1418,1283,145,0,336,208,85,0,91,91,91,91,-8.28,0,0.0,2,0,0.00,0
31391,1,463963,397201,130010,40,5614,19089,75398,0,4645,3673,385,0,4368,3640,346,3,2608,2012,112,0,287,259,84,1,65543,57905,21972,20890,-2.67,169,101.9,0,0,0.00,0
31491,2,509794,364482,141950,31,5806,18655,89469,0,5059,3070,429,0,4710,4035,430,1,2854,2094,189,0,234,310,74,1,88583,85510,41605,40565,-9.36,47,116.3,0,0,0.00,0
31591,3,454747,283257,133210,22,5870,42635,91598,0,3891,2376,345,0,5072,2687,551,1,2954,1225,217,0,261,331,114,1,86531,85976,58581,58357,-14.70,16,80.0,6,4,3.44,3
31691,4,353170,276126,119774,0,6186,64313,91725,0,2843,2353,260,0,3203,2225,322,0,1654,1095,117,0,284,185,89,0,73016,72133,59987,59515,-12.18,0,0.0,37,35,0.68,35
31791,5,336083,326846,122632,24,6331,50043,78335,0,3098,3205,442,0,2872,2544,335,1,1633,1310,93,1,260,155,149,0,3097,2720,1956,1704,-5.59,1,204.6,188,140,1.08,138
31891,6,385452,414247,143771,26,6532,42700,58939,0,3614,4290,772,0,2937,3509,521,1,1719,2048,197,0,254,192,195,1,123,87,123,87,1.90,0,0.0,1,1,8.50,1
31991,7,434998,395098,151625,11,7042,16235,28045,0,3729,4292,832,0,3098,4993,1111,0,1724,2977,427,0,215,273,294,0,11102,8869,3363,2731,-0.03,25,212.2,0,0,0.00,0
32091,8,462569,320476,118818,41,7475,17095,27738,24,3858,3369,640,0,3681,5076,931,2,2097,3014,398,1,231,252,148,0,27525,26427,11194,10707,-6.31,53,177.2,0,0,0.00,0
32191,9,489022,202831,101319,355,8603,28317,31239,205,3981,1972,514,1,3562,2461,696,5,1891,1357,305,2,304,144,102,1,29225,28300,16297,16095,-10.69,5,121.3,11,11,1.77,7
32291,10,466686,201970,85448,752,8304,40859,36593,318,3484,1888,440,7,3769,1590,564,21,1942,895,247,10,331,112,111,2,19007,18086,12072,12000,-8.35,0,0.0,38,33,1.40,31
32391,11,448597,250090,88513,513,9006,36057,31974,43,3442,2281,427,11,3291,1915,416,32,1680,1054,172,20,332,129,65,1,1224,1005,865,813,-5.60,0,0.0,34,30,2.14,28
32491,0,477821,272428,95670,456,8672,20980,34015,36,4169,2455,459,5,3184,2686,413,23,1654,1524,160,16,368,155,83,1,321,300,303,300,-6.19,0,0.0,0,0,0.00,0
32591,1,520891,256687,101781,438,9176,14256,37988,43,4535,2290,375,9,4685,2274,404,18,2716,1205,146,13,345,200,71,0,31502,26385,7864,7119,-0.99,63,116.7,1,1,11.50,1
32691,2,483459,262232,100418,670,8569,23302,47945,32,3905,2515,331,10,4064,2607,409,33,2166,1464,139,17,331,213,103,4,44561,42683,17643,17388,-10.00,36,107.5,0,0,0.00,0
32791,3,467352,252613,94549,382,8922,42256,51576,0,3927,2332,311,15,4092,2580,439,28,2294,1443,194,21,321,202,76,1,49484,48891,27549,27488,-13.39,8,103.5,3,3,0.00,3
32891,4,443486,271388,84534,134,7975,40981,51253,0,3981,2635,204,6,3777,2386,333,15,2119,1336,117,11,346,173,88,1,38071,37417,29741,29523,-11.73,1,167.7,23,21,1.10,20
32991,5,488377,307589,80833,343,7198,33261,44620,0,4473,3357,246,28,3621,2729,285,35,2074,1535,103,33,339,188,82,0,1543,827,983,677,5.78,2,242.3,75,57,1.11,57
33091,6,523779,392244,83940,751,7035,22310,31593,79,5082,4327,410,29,4859,3745,413,35,2905,2349,152,29,305,161,144,1,1157,570,316,277,8.37,0,0.0,6,4,5.38,4
33191,7,557532,374314,92777,729,7275,11659,20223,175,5394,3974,603,15,4740,5225,561,32,2878,3088,240,23,277,233,143,0,10735,8085,5621,4511,1.01,50,199.7,0,0,0.00,0
33291,8,579201,254098,92019,441,8746,24662,26548,106,5528,2491,627,6,5421,3612,751,17,3218,2024,389,8,332,229,105,0,28154,25633,12788,12125,-4.73,53,150.3,0,0,0.00,0
33391,9,545596,201629,90344,712,9369,43607,30740,434,4914,1731,552,4,4947,2001,531,20,2833,1137,247,5,384,119,64,1,27490,26297,13187,12976,-9.17,1,9.3,16,16,0.27,16
33491,10,535903,210528,94249,435,9709,52789,31990,107,4501,1962,617,1,4336,1868,588,13,2476,1112,308,2,324,102,60,2,14269,13508,10872,10618,-8.00,0,0.0,29,25,0.89,24
33591,11,518110,248927,103589,101,9345,40279,27623,61,3988,2287,609,0,4403,1885,554,4,2303,1098,262,0,385,138,61,2,918,679,628,481,-4.46,0,0.0,59,52,1.97,51
33691,0,453799,306358,115712,71,8729,24127,42800,14,3123,2632,565,0,3392,1950,480,2,1520,1056,188,1,386,158,82,0,464,417,371,371,-5.79,0,0.0,1,0,0.00,0
33791,1,443395,374761,131066,123,8380,15083,71455,17,3449,3500,620,0,3121,3301,450,3,1456,1794,160,0,331,264,99,1,56059,49579,12536,11513,-2.90,84,99.4,2,2,18.25,2
33891,2,438611,373625,151702,265,9053,26462,95237,14,3497,3399,669,0,3730,3881,590,6,2035,1998,265,0,325,330,100,4,93766,90731,27493,27000,-9.34,48,117.8,0,0,0.00,0
33991,3,402831,337276,144724,131,7930,54961,100117,7,3095,2950,426,0,3428,3160,664,2,1819,1673,318,0,347,223,82,0,92185,91647,44145,44077,-14.29,6,86.3,4,3,12.33,2
34091,4,378352,333378,122811,0,7575,61699,98578,0,3198,3153,270,0,2886,2831,410,0,1521,1408,114,0,285,201,108,0,69863,68856,47266,46888,-12.05,1,94.1,44,40,0.88,40
34191,5,406436,437017,123233,0,6910,56869,82390,0,3861,4535,372,0,3686,3324,338,0,2283,1853,90,0,286,240,142,0,6367,5675,5041,4686,-5.55,2,328.5,77,52,0.92,52
34291,6,397564,538401,132105,34,6852,37725,59303,0,3726,5394,652,12,3522,5121,651,14,2076,3061,219,14,291,223,243,0,741,477,473,409,4.29,0,0.0,10,6,0.79,6
34391,7,432718,468470,138648,77,7262,11124,19690,0,3860,4473,1011,23,3152,6195,1062,23,1727,3527,465,23,264,340,267,0,8982,6864,5003,3880,0.20,41,193.3,0,0,0.00,0
34491,8,493537,309162,125038,46,6791,21534,19060,0,4276,2957,838,17,3932,4354,1074,21,2219,2238,476,20,253,362,158,0,19628,17746,8869,8248,-5.25,22,162.1,0,0,0.00,0
34591,9,456257,218215,105183,237,7100,37799,22832,71,4106,1992,552,10,4204,2457,844,11,2434,1435,386,9,303,148,99,0,21803,20397,11518,11118,-8.60,1,138.8,6,6,0.54,6
34691,10,475809,197951,81423,39,6775,40993,24242,0,3978,1512,329,5,3895,1584,501,4,2229,894,166,4,313,115,94,0,13594,12464,9192,9030,-7.34,0,0.0,17,16,0.52,16
34791,11,432142,236206,79314,65,6033,30669,21166,0,3559,2053,430,3,3670,1421,388,3,1961,719,135,3,302,121,97,0,1884,1585,1245,1075,-6.15,0,0.0,41,37,2.18,35
34891,0,450310,290484,88713,17,4936,20805,35153,0,3868,2837,399,2,3633,2736,372,3,2045,1582,166,2,338,223,82,1,740,681,665,644,-4.48,1,232.3,2,0,0.00,0
34991,1,464555,285620,92905,22,5008,9709,52418,0,3884,2806,333,0,3502,2866,340,1,1809,1614,143,0,341,251,66,1,48530,43428,12031,10875,-2.89,94,136.3,3,1,12.50,1
35091,2,478876,295548,106048,89,5657,16596,63830,0,4462,2799,468,4,4628,2855,307,7,2760,1592,154,4,320,182,57,2,62558,60956,25193,24835,-11.81,29,81.8,0,0,0.00,0
35191,3,431293,273231,123457,28,7146,29166,67479,0,3638,2550,689,3,3789,3027,628,3,2137,1684,339,3,320,183,80,0,64788,64375,39612,39594,-15.27,2,23.1,8,6,4.50,6
35291,4,442390,227020,112188,18,8473,30946,68562,0,3814,2178,452,2,3161,2329,703,2,1718,1224,390,2,288,204,61,0,58444,57942,44876,44634,-12.58,3,286.9,11,10,1.48,10
35391,5,501223,258721,101309,2,8931,33353,63705,0,4752,2532,314,1,4568,2151,317,1,2778,1151,111,1,290,141,99,0,5391,5165,4603,4402,-7.69,2,321.8,97,79,0.87,79
35491,6,478589,321937,112404,0,8672,24592,48380,0,4568,3468,479,0,4548,2915,418,0,2827,1656,134,0,300,162,162,0,676,226,100,18,11.70,1,102.0,11,9,1.64,9
35591,7,506404,354415,115465,62,9151,15858,30849,5,4574,3925,585,4,4013,4312,630,2,2335,2647,233,2,347,174,185,0,16106,13259,6275,5375,-0.52,46,225.9,0,0,0.00,0
35691,8,531424,300098,109593,294,10783,32077,40511,127,4791,3210,443,5,4859,3934,549,6,2836,2361,212,5,348,162,111,0,41388,38970,15374,15108,-6.20,37,168.5,0,0,0.00,0
35791,9,494394,250403,97496,214,10807,63963,43893,131,4028,2032,383,4,4202,2015,562,7,2404,1193,241,7,347,119,94,0,39996,39039,21986,21868,-10.31,1,161.0,12,11,0.43,9
35891,10,467610,289397,87316,42,9692,74849,44259,0,4011,2441,310,2,3764,2068,457,2,2058,1228,195,1,379,131,87,1,17540,17136,15455,15287,-9.30,0,0.0,23,16,1.34,16
35991,11,506592,367588,84081,80,8818,53558,35576,28,4925,3326,310,2,4430,2559,250,3,2689,1554,85,3,372,174,73,0,4998,4769,4792,4660,-5.95,0,0.0,41,35,1.44,32
36091,0,510971,413171,98833,235,7439,35231,35040,59,4777,3737,461,0,4876,3577,318,6,2879,2108,114,0,399,347,98,4,100,100,100,100,-18.24,0,0.0,10,8,1.38,8
36191,1,491684,411150,116747,83,7258,10786,45649,20,4338,3559,529,0,4322,3589,405,3,2436,1875,124,0,360,430,136,3,35227,30877,8975,8112,-2.12,70,115.3,3,0,0.00,0
36291,2,439758,389679,125625,35,6696,17123,56811,0,3286,3090,458,0,4173,4224,518,3,2241,2029,191,0,361,412,121,2,57296,53790,19895,19305,-9.29,34,147.2,1,0,0.00,0
36391,3,367232,272281,106457,98,6588,36407,61315,0,2633,2350,330,6,2966,3200,618,7,1371,1534,272,5,321,319,89,2,57982,57353,30467,30225,-13.07,7,103.3,9,4,1.62,3
36491,4,342519,237658,89156,52,6457,38703,61699,0,2681,2278,230,12,2622,2243,342,13,1285,1146,105,13,313,183,105,0,45639,45050,34869,34723,-11.40,0,0.0,18,17,1.72,17
36591,5,349655,294409,89834,22,6066,48045,59870,0,2922,3128,374,6,2645,2214,308,6,1389,1265,121,6,276,128,99,0,2587,2456,1446,1402,-7.10,0,0.0,81,69,0.98,69
36691,6,396566,375947,101139,8,5439,42170,37168,0,3267,3895,613,2,2698,3350,543,2,1452,2049,220,2,243,161,161,0,468,211,210,78,7.40,0,0.0,3,0,0.00,0
36791,7,392406,391687,109063,14,5268,11026,18429,0,2815,4247,868,3,3318,4978,886,4,1658,3070,444,3,275,238,167,1,8264,6942,2402,2002,-1.48,16,180.9,0,0,0.00,0
36891,8,343539,325236,110683,0,5419,14138,17242,0,2195,3293,800,0,2320,4187,790,0,1002,2338,375,0,259,275,108,0,17621,16061,7773,7211,-7.18,34,104.0,0,0,0.00,0
36991,9,316824,200045,102510,4,5244,28537,18238,0,2226,1866,811,1,2418,2815,958,1,1161,1592,480,1,277,228,79,0,18066,17422,10961,10820,-10.92,1,49.3,2,2,0.00,2
37091,10,300718,167268,92581,11,4958,37057,18078,0,2422,1462,670,2,2298,1453,764,2,1169,801,397,2,282,101,65,0,11402,10701,8715,8387,-9.57,0,0.0,25,25,0.83,25
37191,11,325174,211416,102763,299,5252,36492,21946,97,3136,1897,694,4,2538,1486,537,5,1423,779,245,2,270,100,57,1,1515,1286,1115,936,-4.55,0,0.0,24,20,1.29,18
37291,0,418721,250694,119113,239,5601,25603,49764,32,4665,2276,687,2,3454,2160,494,10,2189,1123,202,5,208,149,67,4,4,4,4,4,0.07,0,0.0,0,0,0.00,0
37391,1,478672,279865,139149,29,5287,12286,85365,0,4556,2807,578,3,4453,2278,505,4,2641,1215,188,3,202,142,76,0,66662,57715,13656,12557,-2.56,99,108.6,0,0,0.00,0
37491,2,450715,329015,149305,4,5740,22615,109358,0,3772,3332,453,0,4280,3031,420,1,2250,1719,164,0,244,158,70,1,107850,106276,31795,31402,-11.06,47,111.0,0,0,0.00,0
37591,3,381015,317510,147322,0,5401,40973,115256,0,3492,2857,377,0,3695,3194,463,0,2003,1682,189,0,246,166,71,0,109810,109405,53401,53350,-14.36,9,67.8,4,3,1.42,3
37691,4,383577,315914,141472,34,5217,49660,114396,0,4023,3058,305,0,3740,2954,420,0,2280,1591,147,0,249,211,117,0,86963,85768,61291,60822,-11.53,1,303.1,35,31,1.10,29
37791,5,434817,377254,140812,60,4827,59804,99653,0,4477,4005,538,4,3388,3160,467,7,2143,1794,123,6,238,204,224,1,6208,5415,4416,4040,-5.48,1,335.4,109,85,1.20,85
37891,6,537809,489450,153252,75,3978,39840,59598,0,5029,5586,940,11,4469,4576,887,15,2726,2661,329,14,230,263,313,0,426,227,314,176,6.08,0,0.0,6,5,2.25,5
37991,7,525872,477462,145091,12,4036,10872,25364,0,4617,5663,1002,5,4610,7594,1345,4,2556,4808,593,4,263,247,258,0,9805,7506,2546,2149,1.42,24,168.2,0,0,0.00,0
38091,8,521867,299264,117185,11,4581,13232,20954,0,4378,3356,811,3,4345,4473,1040,4,2449,2769,479,4,346,185,161,0,21060,19725,7501,7232,-6.29,28,201.4,0,0,0.00,0
38191,9,481252,188538,95059,86,5496,27480,22596,66,3517,1901,619,1,4204,2694,863,1,2240,1640,378,1,362,143,111,0,22432,21314,11075,10742,-8.32,1,243.7,4,3,1.25,3
38291,10,409439,179386,77607,75,5884,30269,24154,61,2986,1719,410,1,3357,1506,570,3,1699,856,249,1,379,90,57,2,12647,12070,9465,9239,-7.71,0,0.0,24,23,0.96,21
38391,11,412935,216634,70192,6,5521,26542,25426,0,3499,2131,306,1,3058,1846,342,2,1570,1097,113,1,366,93,57,1,1022,836,911,759,-6.81,0,0.0,25,18,3.00,16
38491,0,439013,229290,72794,0,5979,19666,24725,0,4159,2140,370,0,3838,2209,330,0,2157,1238,112,0,346,153,72,0,400,363,400,363,-6.95,0,0.0,1,0,0.00,0
38591,1,451454,238562,78984,101,6055,11419,35326,9,4252,2415,385,1,4302,2315,367,1,2562,1260,137,1,278,201,76,0,27107,23798,6418,5648,-3.02,48,136.7,2,0,0.00,0
38691,2,464443,249240,88518,136,6240,21557,46530,12,4432,2398,466,0,3675,2354,437,3,1960,1352,221,0,309,136,48,3,46699,43836,14382,13848,-9.73,34,126.4,0,0,0.00,0
38791,3,514381,258866,95054,28,7019,36166,55858,0,4587,2568,426,0,4366,2725,492,2,2633,1617,245,0,274,141,56,2,50846,49805,22884,22784,-11.78,3,28.5,10,10,3.45,10
38891,4,475637,257029,79687,215,6405,45689,58059,0,3938,2599,272,23,4207,2573,502,19,2286,1416,217,19,281,188,67,0,41183,40348,26596,26225,-11.32,2,202.9,14,14,4.73,12
38991,5,459657,302937,86647,311,5208,55001,52893,3,3944,3009,450,22,3538,2447,324,25,1911,1377,149,24,311,150,94,1,2872,2239,1593,1338,-3.68,1,530.7,53,39,2.94,38
39091,6,536159,363878,103921,24,5460,29925,32394,0,5074,4370,703,0,3799,4068,603,2,2103,2463,273,2,340,201,137,0,2701,1210,170,34,8.03,0,0.0,7,3,7.00,3
39191,7,574218,386232,110204,0,6069,18793,24563,0,4677,5278,935,0,5420,5781,1029,0,3293,3950,548,0,302,226,128,0,8743,7386,3320,2771,-0.93,24,199.3,0,0,0.00,0
39291,8,461327,305902,116666,0,7326,32981,25834,0,3126,3383,879,0,3902,4322,706,0,2014,2820,321,0,356,161,102,0,25780,24449,8810,8518,-5.96,27,203.1,0,0,0.00,0
39391,9,381983,201699,120372,38,7016,51543,29566,4,2460,1632,805,1,2752,2439,1110,1,1293,1400,555,0,354,102,92,1,23531,22891,10602,10546,-9.53,1,72.2,10,10,0.07,10
39491,10,343771,206796,100421,515,5440,53959,33471,379,2457,1792,604,4,2705,1423,768,2,1335,773,409,1,391,116,57,1,12051,11497,7869,7817,-9.10,0,0.0,18,16,1.72,14
39591,11,322035,282903,93977,360,5021,58355,34893,274,2569,2459,426,0,2484,1621,366,7,1283,924,131,3,330,127,60,1,2905,2703,2646,2514,-10.06,0,0.0,24,21,1.58,19
39691,0,327599,368545,106795,100,4779,33972,36917,100,2839,3282,590,0,2665,2506,431,0,1473,1356,147,0,265,177,106,0,309,309,300,300,-7.13,0,0.0,2,1,0.00,1
39791,1,375417,433479,127563,200,4679,13911,53846,78,4058,4258,664,0,3254,4272,631,1,2000,2533,265,0,230,263,113,1,43866,40022,12266,11488,-4.27,96,132.8,1,0,0.00,0
39891,2,450161,384319,130297,118,4894,27082,62113,0,4614,3530,605,0,3695,4105,656,3,2334,2168,299,0,203,361,94,3,59190,57741,22222,21871,-12.16,26,110.8,1,0,0.00,0
39991,3,497621,328215,115271,0,4903,39047,66270,0,4671,3019,349,0,4412,3743,708,0,2680,1996,276,0,220,317,85,0,63365,62873,33236,33174,-13.54,9,118.9,4,3,2.58,3
40091,4,487895,296780,91546,0,4656,65148,69676,0,4494,3294,205,0,4280,3003,326,0,2358,1679,107,0,249,216,66,0,55436,54890,38796,38641,-13.29,1,36.8,15,12,1.92,12
40191,5,557847,394341,97386,0,3908,73684,64474,0,5651,4767,323,0,4664,3365,247,0,2832,2141,82,0,288,164,96,0,5084,5009,3456,3416,-9.51,0,0.0,106,93,1.40,91
40291,6,638759,488306,108642,65,3617,37070,36004,0,6638,5794,564,6,6068,5981,563,5,3840,3833,196,5,307,206,193,0,147,38,47,36,13.44,1,54.3,5,3,0.08,3
40391,7,593235,447866,103201,121,5210,11984,25651,9,5988,5198,578,9,6806,5983,722,8,4366,3711,280,7,338,250,184,0,9392,8317,3825,3303,-0.46,36,173.0,0,0,0.00,0
40491,8,508843,328524,94095,66,6039,15099,19556,0,4273,3786,612,2,4840,5061,746,6,2895,3202,313,6,376,232,136,0,19599,18260,8650,8377,-5.92,26,203.9,0,0,0.00,0
40591,9,455011,188901,88207,26,7324,25387,22052,0,3266,2067,603,4,3391,3625,684,4,1753,2222,326,4,376,162,90,0,21075,20611,11385,11365,-8.67,3,131.7,5,5,0.65,5
40691,10,413823,155303,86814,55,7074,27200,23299,27,2879,1502,649,1,3105,1247,646,2,1527,664,336,2,358,93,68,0,12908,12273,9124,8970,-8.14,0,0.0,22,22,1.72,22
40791,11,418776,196372,90306,50,5945,35128,27294,21,3588,1933,514,3,3130,1681,444,5,1637,1027,205,3,350,89,60,0,362,312,345,298,-6.50,0,0.0,39,29,1.87,26
40891,0,434503,225267,99610,157,5600,23515,35874,37,3790,2287,449,1,4136,2244,415,4,2476,1283,145,4,327,150,71,0,216,101,100,76,6.61,0,0.0,1,0,0.00,0
40991,1,372685,241342,102439,186,5615,15753,63064,0,3383,2382,308,5,3680,2111,357,11,2143,1143,134,8,290,154,71,1,51315,46575,11655,10951,-4.01,82,121.4,1,0,0.00,0
41091,2,339843,263516,102965,245,6126,27883,76387,0,3003,2309,273,3,3169,2160,302,13,1877,1165,117,4,274,149,62,4,75492,73843,28030,27660,-11.91,43,134.6,0,0,0.00,0
41191,3,316736,234480,100407,83,5557,31461,79740,0,2801,1911,292,1,2776,2448,352,3,1604,1240,156,1,230,154,70,0,75573,75095,43656,43506,-14.20,5,102.7,5,5,1.35,5
41291,4,336755,223925,97757,80,4917,38120,82678,0,3156,2203,209,0,2579,2045,282,3,1526,1032,109,2,224,179,64,1,62314,61895,46131,45881,-13.08,0,0.0,27,26,0.54,25
