step,year,land_temp,land_rain,land_evap,sea_evap,sea_rain,to_sea,water,water_err,a,b,a_err,b_err,weathered_a,weathered_b,river_a,river_b,buried_a,buried_b,rivers,lakes,storms,land_water,land_biomass,sea_biomass,land_cover,sea_cover,land_height,litter,eaters,eater_cells,gpp,resp,transp,eaten,decayed,burnt,burnt_cells,genotypes,eater_genotypes,leading,matter,c_err,ms_step
677160,57,21.326,1927.8,1129.6,6.911783e7,4.823346e7,186.6,1.877218e7,1.945e-14,2.068309e6,2.507216e6,1.720e-13,2.528e-13,4.447199e4,5.013013e4,8.635243e3,4.277753e3,2.118525e3,9.531933e2,2086,447,671,1.207089e7,1.39368,0.13786,0.8835,0.2180,2.662,0.11197,8.6143e-5,42107,1.010416e5,2.671498e4,608.8,8.459896e2,3.931102e4,3.831520e3,5463,30754,2233,242,2.118859e5,1.917e-13,1.696
689040,58,21.276,1937.4,1128.8,6.952690e7,4.841976e7,190.5,1.880932e7,1.386e-14,2.110925e6,2.556848e6,1.833e-13,1.727e-13,4.483613e4,5.063506e4,9.649947e3,4.421915e3,2.220043e3,1.002912e3,2167,457,682,1.193350e7,1.42298,0.14035,0.8841,0.2183,2.670,0.11335,1.0602e-4,42544,1.060571e5,2.694735e4,619.4,8.702680e2,3.966404e4,4.296282e3,5503,31267,2218,242,2.161711e5,9.222e-14,1.717
700920,59,21.305,1898.6,1101.2,6.930685e7,4.858090e7,191.7,1.833261e7,2.093e-14,2.152710e6,2.605069e6,1.622e-13,1.450e-13,4.418133e4,4.924648e4,8.481455e3,4.363448e3,2.396674e3,1.025072e3,2103,445,699,1.171440e7,1.43422,0.14259,0.8845,0.2188,2.615,0.11637,9.1498e-5,43052,1.046123e5,2.746719e4,607.7,9.143964e2,3.948691e4,4.153773e3,5817,31836,2296,241,2.185552e5,1.585e-13,1.705
712800,60,21.175,1849.1,1049.7,6.879183e7,4.854714e7,190.9,1.745927e7,3.009e-14,2.193140e6,2.651208e6,2.435e-13,2.115e-13,4.264816e4,4.712864e4,8.793023e3,4.681718e3,2.218210e3,9.902419e2,1916,413,710,1.070905e7,1.42703,0.14506,0.8851,0.2196,2.559,0.11892,9.1270e-5,43199,1.042850e5,2.731169e4,617.6,7.942402e2,3.801330e4,8.656192e3,8751,32442,2283,240,2.188115e5,7.289e-14,1.714
724680,61,20.947,1874.7,1051.5,6.888187e7,4.808566e7,183.8,1.792305e7,1.122e-14,2.233642e6,2.697321e6,2.860e-13,1.103e-13,4.276795e4,4.710900e4,8.914983e3,4.573931e3,2.266143e3,9.959825e2,1923,370,720,1.152357e7,1.45258,0.14795,0.8860,0.2202,2.582,0.11973,9.8893e-5,43624,1.047913e5,2.698116e4,632.0,8.428175e2,3.898840e4,6.540679e3,7465,32927,2389,240,2.216869e5,2.199e-13,1.688
736560,62,20.998,1921.9,1088.8,6.925640e7,4.882784e7,180.0,1.843861e7,2.445e-14,2.275575e6,2.745139e6,1.901e-13,2.229e-13,4.429711e4,4.882992e4,9.263351e3,4.236041e3,2.364002e3,1.012096e3,2107,404,730,1.159734e7,1.47728,0.15036,0.8862,0.2207,2.624,0.11898,1.0850e-4,43788,1.077676e5,2.801591e4,652.4,9.770949e2,4.116173e4,5.271836e3,6705,33450,2373,240,2.248142e5,2.403e-13,1.751
748440,63,21.143,1920.3,1085.7,7.010359e7,4.951197e7,182.8,1.880262e7,8.718e-15,2.317748e6,2.793372e6,2.063e-13,1.410e-13,4.455467e4,4.923460e4,9.198806e3,4.261864e3,2.381520e3,1.001659e3,2353,419,744,1.230765e7,1.50377,0.15287,0.8867,0.2209,2.640,0.11973,1.0827e-4,44142,1.084179e5,2.858118e4,645.4,1.087137e3,4.154608e4,4.281395e3,5945,34066,2410,241,2.286008e5,2.182e-13,1.721
760320,64,21.385,1915.7,1096.9,7.049661e7,5.005010e7,184.5,1.884191e7,7.909e-16,2.360512e6,2.842418e6,2.669e-13,2.166e-13,4.509100e4,5.003264e4,9.005615e3,4.224159e3,2.327020e3,9.863789e2,2396,428,750,1.197590e7,1.53159,0.15526,0.8875,0.2212,2.657,0.12009,1.0656e-4,44565,1.104989e5,2.906776e4,637.3,1.007663e3,4.250702e4,4.314896e3,5784,34584,2427,240,2.322625e5,6.027e-14,1.695
772200,65,21.424,1924.9,1081.3,7.074203e7,4.956642e7,192.9,1.868072e7,2.393e-15,2.402771e6,2.890926e6,2.130e-13,1.401e-13,4.449291e4,4.949412e4,8.557590e3,4.107241e3,2.234265e3,9.862550e2,2445,433,759,1.244115e7,1.54760,0.15769,0.8880,0.2215,2.643,0.12183,1.0735e-4,45108,1.107495e5,2.910120e4,646.5,9.707384e2,4.232456e4,5.152348e3,6191,35249,2496,238,2.350341e5,1.717e-13,1.692
784080,66,21.350,1935.6,1086.4,7.113951e7,4.878213e7,201.0,1.879697e7,1.268e-14,2.444566e6,2.938573e6,2.162e-13,1.868e-13,4.396094e4,4.862938e4,8.511193e3,4.332509e3,2.165776e3,9.819392e2,2493,473,766,1.203887e7,1.56171,0.16029,0.8884,0.2219,2.631,0.12376,1.1071e-4,45383,1.118768e5,2.924196e4,651.8,9.777486e2,4.231887e4,6.244268e3,7016,35728,2410,237,2.376003e5,6.088e-14,1.700
795960,67,21.176,1901.1,1055.6,7.163770e7,4.917567e7,202.0,1.891709e7,1.891e-14,2.486253e6,2.986166e6,1.691e-13,2.035e-13,4.391362e4,4.855702e4,8.961291e3,4.439943e3,2.226483e3,9.637431e2,2441,477,776,1.253819e7,1.56939,0.16265,0.8890,0.2224,2.600,0.12458,9.3182e-5,45826,1.121830e5,2.906324e4,639.1,9.243181e2,4.209770e4,7.881044e3,7754,36201,2418,236,2.391996e5,9.746e-14,1.721
807840,68,21.209,1904.3,1050.6,7.163809e7,4.945480e7,202.3,1.872386e7,1.134e-14,2.527422e6,3.033927e6,2.041e-13,2.015e-13,4.350882e4,4.869155e4,9.205316e3,4.827102e3,2.339734e3,9.310436e2,2372,466,783,1.186324e7,1.58396,0.16494,0.8897,0.2227,2.590,0.12747,9.4963e-5,45991,1.138569e5,2.936435e4,657.5,8.492568e2,4.260697e4,6.713243e3,7312,36812,2515,235,2.420255e5,5.724e-14,1.715
819720,69,21.162,1900.1,1050.0,7.071698e7,4.943914e7,190.6,1.891905e7,2.914e-14,2.567879e6,3.081866e6,2.497e-13,2.558e-13,4.288643e4,4.886571e4,1.009236e4,5.173414e3,2.429572e3,9.269585e2,2210,464,797,1.254220e7,1.58833,0.16734,0.8899,0.2231,2.573,0.12817,1.0309e-4,46441,1.121030e5,2.951007e4,653.4,9.166327e2,4.282166e4,7.255278e3,7579,37255,2518,235,2.431069e5,1.269e-13,1.742
831600,70,21.166,1914.0,1053.2,7.041582e7,4.915537e7,192.4,1.889191e7,6.507e-15,2.607728e6,3.129967e6,2.182e-13,2.696e-13,4.259014e4,4.906408e4,1.012398e4,5.260944e3,2.740673e3,9.628628e2,2208,500,810,1.209887e7,1.59060,0.16981,0.8904,0.2235,2.523,0.12992,9.8969e-5,46584,1.120904e5,2.988175e4,672.4,8.611206e2,4.313833e4,7.736696e3,7525,37792,2520,234,2.442282e5,2.004e-13,1.775
843480,71,21.120,1874.4,1010.1,7.114016e7,4.925364e7,206.4,1.794739e7,1.515e-14,2.646145e6,3.176316e6,2.707e-13,1.548e-13,4.116905e4,4.734628e4,9.953491e3,5.474285e3,2.752185e3,9.975859e2,2050,476,823,1.162650e7,1.57186,0.17269,0.8911,0.2239,2.443,0.13013,1.0108e-4,47005,1.101521e5,2.960962e4,662.2,8.723893e2,4.136883e4,1.309464e4,10895,38166,2509,234,2.418202e5,1.778e-13,1.730
855360,72,20.954,1829.7,965.8,7.188252e7,4.940394e7,202.6,1.800793e7,2.627e-14,2.683624e6,3.220495e6,2.461e-13,9.572e-14,4.037041e4,4.519458e4,9.649452e3,5.399328e3,2.891507e3,1.014967e3,1842,427,833,1.110949e7,1.56313,0.17506,0.8914,0.2242,2.429,0.13232,1.0141e-4,47183,1.105308e5,2.919101e4,665.9,9.959720e2,4.066542e4,1.239928e4,12146,38789,2548,234,2.418415e5,1.721e-14,1.740
867240,73,20.995,1903.8,1018.2,7.207843e7,4.937696e7,196.1,1.901880e7,1.587e-14,2.723357e6,3.267312e6,3.037e-13,1.894e-13,4.251076e4,4.786676e4,1.005211e4,5.858584e3,2.778304e3,1.049688e3,2087,460,844,1.248040e7,1.59625,0.17733,0.8921,0.2248,2.479,0.13265,9.7403e-5,47339,1.144150e5,2.965236e4,677.1,9.595305e2,4.335538e4,7.933891e3,8704,39278,2589,233,2.463203e5,1.184e-13,1.744
879120,74,20.896,1893.1,1018.1,7.132566e7,4.979947e7,190.5,1.947549e7,7.651e-15,2.763999e6,3.315971e6,2.512e-13,1.434e-13,4.324579e4,4.970656e4,9.514448e3,5.572003e3,2.603413e3,1.047704e3,2240,526,856,1.221727e7,1.63362,0.17995,0.8925,0.2253,2.519,0.13571,1.0674e-4,48007,1.197329e5,3.018680e4,686.9,9.404320e2,4.487157e4,6.764846e3,7155,39645,2643,233,2.519587e5,1.154e-13,1.712
891000,75,21.117,1878.0,1011.4,7.046693e7,4.972968e7,190.0,1.919462e7,3.299e-15,2.804363e6,3.364299e6,2.665e-13,1.621e-13,4.279077e4,4.937044e4,9.468578e3,5.593469e3,2.426916e3,1.042218e3,2149,513,868,1.243603e7,1.65487,0.18247,0.8930,0.2257,2.523,0.13706,9.5167e-5,48379,1.193487e5,3.087500e4,674.6,8.949808e2,4.513613e4,8.401338e3,8517,40157,2662,231,2.552197e5,1.653e-14,1.717
902880,76,21.323,1906.4,1011.0,7.020443e7,4.969620e7,190.3,1.865449e7,1.997e-16,2.844460e6,3.411865e6,2.683e-13,2.685e-13,4.270147e4,4.863716e4,1.069061e4,5.777721e3,2.604222e3,1.071839e3,2121,466,879,1.154127e7,1.67304,0.18518,0.8925,0.2261,2.500,0.13864,9.9583e-5,48503,1.206636e5,3.182301e4,713.2,8.902669e2,4.604806e4,8.202637e3,8224,40680,2681,231,2.581445e5,7.971e-14,1.738
914760,77,21.562,1879.9,1003.8,6.939344e7,4.944264e7,187.2,1.789920e7,8.741e-15,2.882582e6,3.457394e6,1.346e-13,7.354e-14,4.105369e4,4.673823e4,1.043667e4,5.893853e3,2.931964e3,1.208738e3,1895,448,890,1.121996e7,1.64217,0.18772,0.8923,0.2266,2.408,0.13453,9.4019e-5,48496,1.159720e5,3.213648e4,691.8,9.407394e2,4.411757e4,1.511876e4,13287,41167,2626,231,2.539225e5,1.132e-13,1.707
926640,78,21.355,1807.1,959.3,7.015090e7,4.896158e7,196.1,1.739284e7,4.070e-15,2.918489e6,3.499790e6,2.365e-13,1.538e-13,3.911596e4,4.376337e4,1.097908e4,5.582395e3,3.208730e3,1.367002e3,1819,452,903,1.049437e7,1.60461,0.19046,0.8925,0.2273,2.378,0.13633,9.4558e-5,48199,1.111666e5,3.146389e4,658.2,8.627165e2,4.114481e4,1.588265e4,15737,41608,2568,231,2.504009e5,9.043e-14,1.726
938520,79,21.202,1831.2,957.4,7.100316e7,4.873408e7,198.9,1.765695e7,1.477e-15,2.954914e6,3.543299e6,2.487e-13,5.033e-14,3.989134e4,4.487854e4,1.054814e4,5.508317e3,3.466391e3,1.370464e3,1815,418,916,1.111453e7,1.61022,0.19315,0.8930,0.2279,2.370,0.14039,1.3002e-4,48396,1.137633e5,3.036779e4,669.3,1.033959e3,4.159326e4,1.179186e4,12844,42208,2651,231,2.527050e5,5.252e-14,1.722
950400,80,21.151,1904.0,1001.9,7.090055e7,4.839903e7,197.3,1.833694e7,3.251e-15,2.993657e6,3.589678e6,1.178e-13,1.729e-13,4.203098e4,4.763148e4,1.073897e4,5.962576e3,3.287982e3,1.251569e3,1889,443,933,1.135742e7,1.64061,0.19602,0.8935,0.2286,2.416,0.14090,1.3619e-4,48719,1.181384e5,3.133110e4,702.6,1.216499e3,4.519214e4,8.892039e3,9414,42734,2594,231,2.570276e5,5.050e-14,1.720
962280,81,20.990,1935.5,1014.5,7.069329e7,4.821747e7,201.1,1.856373e7,4.415e-15,3.033956e6,3.637421e6,2.594e-13,1.861e-13,4.358982e4,4.892534e4,1.223175e4,6.134096e3,3.291035e3,1.182710e3,2388,469,945,1.199684e7,1.68525,0.19949,0.8938,0.2298,2.434,0.14341,1.3345e-4,49523,1.190783e5,3.145360e4,714.0,1.278330e3,4.660187e4,6.707024e3,7448,43004,2579,231,2.624131e5,1.451e-13,1.701
974160,82,21.099,1918.7,972.4,7.166154e7,4.860249e7,217.6,1.755043e7,1.146e-14,3.073284e6,3.684109e6,2.127e-13,1.727e-13,4.265760e4,4.786864e4,1.148000e4,6.158576e3,3.329552e3,1.181190e3,2287,444,956,1.084789e7,1.70830,0.20218,0.8940,0.2303,2.462,0.14559,1.0667e-4,49973,1.198040e5,3.245751e4,739.1,1.114305e3,4.715962e4,7.774032e3,8448,43576,2689,230,2.661049e5,1.236e-13,1.722
986040,83,21.494,1896.5,952.8,7.235727e7,4.877586e7,217.8,1.703345e7,3.652e-14,3.111131e6,3.729594e6,2.949e-13,1.945e-13,4.116400e4,4.663426e4,1.117891e4,5.682299e3,3.316645e3,1.149219e3,1840,391,968,1.063527e7,1.71268,0.20480,0.8943,0.2310,2.445,0.14549,9.9865e-5,50068,1.176251e5,3.265382e4,727.8,8.973034e2,4.600164e4,1.065277e4,10270,44007,2582,229,2.670441e5,1.388e-13,1.722
997920,84,21.289,1875.6,946.1,7.155813e7,4.873646e7,205.1,1.716317e7,2.431e-14,3.148604e6,3.774693e6,1.788e-13,1.557e-13,4.102484e4,4.624487e4,1.135939e4,5.347875e3,3.552474e3,1.145617e3,1711,374,977,1.036250e7,1.72354,0.20728,0.8943,0.2316,2.446,0.14813,1.4087e-4,50854,1.187424e5,3.252324e4,726.9,1.138752e3,4.634815e4,9.843405e3,9768,44546,2674,226,2.693744e5,1.701e-13,1.711
1009800,85,21.291,1842.1,917.1,7.106297e7,4.902115e7,202.7,1.678237e7,1.976e-14,3.185542e6,3.818865e6,2.232e-13,1.629e-13,4.051258e4,4.535704e4,1.048144e4,5.213943e3,3.574678e3,1.184700e3,1904,403,984,1.032050e7,1.72171,0.20954,0.8946,0.2323,2.445,0.14818,1.2746e-4,51483,1.185637e5,3.188710e4,722.7,1.294556e3,4.552850e4,1.248511e4,12019,44997,2726,226,2.696772e5,2.156e-13,1.722
1021680,86,21.243,1864.4,928.5,7.012253e7,4.809260e7,192.3,1.754205e7,2.718e-14,3.223668e6,3.863472e6,2.279e-13,1.583e-13,4.142711e4,4.577574e4,1.072405e4,5.073655e3,3.300840e3,1.168609e3,1977,377,994,1.072659e7,1.75291,0.21193,0.8952,0.2330,2.478,0.15040,1.0133e-4,52229,1.224464e5,3.212002e4,739.9,9.693847e2,4.721695e4,9.428084e3,10105,45343,2842,226,2.743315e5,1.663e-13,1.729
1033560,87,21.170,1896.4,953.3,6.974879e7,4.839233e7,190.2,1.786168e7,3.879e-14,3.263474e6,3.909756e6,2.643e-13,1.857e-13,4.301026e4,4.741644e4,1.129124e4,5.186024e3,3.203634e3,1.133227e3,2252,388,1003,1.124731e7,1.78886,0.21427,0.8954,0.2337,2.489,0.15165,1.2000e-4,53027,1.256833e5,3.282277e4,748.2,1.005717e3,4.936581e4,8.197849e3,8067,45824,2862,224,2.793495e5,2.973e-13,1.806
1045440,88,21.116,1895.5,946.4,7.035319e7,4.983792e7,189.5,1.741829e7,2.845e-14,3.302720e6,3.955958e6,2.113e-13,9.464e-14,4.249237e4,4.732296e4,1.101506e4,5.393432e3,3.246474e3,1.120197e3,2045,354,1013,1.047381e7,1.81058,0.21688,0.8954,0.2345,2.485,0.15326,1.3886e-4,53762,1.278165e5,3.344693e4,766.6,1.099613e3,4.953188e4,1.015663e4,9440,46437,2912,224,2.828086e5,1.575e-13,1.721
1057320,89,20.888,1817.1,911.4,7.150424e7,5.107411e7,183.1,1.759167e7,2.478e-14,3.340845e6,4.000460e6,1.168e-13,1.885e-13,4.132218e4,4.559654e4,1.023112e4,5.131256e3,3.197031e3,1.094572e3,1841,327,1030,1.084346e7,1.80877,0.21945,0.8954,0.2352,2.445,0.15685,1.5792e-4,54709,1.251677e5,3.293124e4,719.2,1.262574e3,4.823686e4,1.177210e4,10666,46801,3105,224,2.839086e5,1.829e-13,1.831
1069200,90,20.989,1844.0,931.3,7.247924e7,5.153060e7,191.9,1.730958e7,2.518e-14,3.379615e6,4.045181e6,1.286e-13,1.022e-13,4.215211e4,4.583922e4,1.192207e4,5.464423e3,3.383024e3,1.118907e3,1885,324,1045,1.027254e7,1.81390,0.22216,0.8955,0.2358,2.449,0.15543,1.4343e-4,55480,1.250704e5,3.396860e4,725.9,1.388179e3,4.976911e4,1.136423e4,10523,47194,3083,222,2.845976e5,2.240e-13,1.793
1081080,91,21.106,1873.3,929.0,7.169949e7,5.032187e7,197.6,1.682923e7,4.405e-14,3.417304e6,4.089879e6,2.450e-13,1.454e-13,4.151070e4,4.587846e4,1.155750e4,5.750817e3,3.821645e3,1.180549e3,1730,313,1057,1.054202e7,1.81916,0.22570,0.8962,0.2364,2.430,0.15343,1.1719e-4,55764,1.232903e5,3.415037e4,744.2,1.162014e3,4.882227e4,1.188391e4,10809,47510,3273,221,2.841363e5,2.723e-13,1.762
1092960,92,21.265,1861.7,941.6,7.099896e7,4.955327e7,190.0,1.726005e7,3.216e-14,3.455015e6,4.135065e6,1.402e-13,1.870e-13,4.131368e4,4.641963e4,1.092754e4,6.193453e3,3.601996e3,1.233290e3,1649,312,1067,1.040023e7,1.81600,0.22824,0.8968,0.2372,2.411,0.15248,1.4040e-4,55765,1.225902e5,3.452071e4,731.4,1.140789e3,4.870868e4,1.236634e4,11343,47991,3298,219,2.838633e5,2.032e-13,1.709
1104840,93,21.352,1926.9,998.8,7.094503e7,4.933757e7,184.8,1.842535e7,2.386e-14,3.494510e6,4.182671e6,1.045e-13,1.926e-13,4.341464e4,4.896545e4,1.194543e4,6.999357e3,3.919755e3,1.359312e3,2298,376,1082,1.196715e7,1.84130,0.23054,0.8971,0.2380,2.482,0.14972,1.5448e-4,55427,1.239621e5,3.476319e4,729.1,1.436791e3,5.108275e4,7.806925e3,8650,48645,3276,219,2.865943e5,2.126e-13,1.740
1116720,94,21.240,1936.6,989.2,7.121570e7,4.928685e7,202.5,1.794738e7,2.096e-14,3.534127e6,4.229694e6,1.527e-13,1.761e-13,4.352747e4,4.868891e4,1.147968e4,6.867347e3,3.911013e3,1.665433e3,2454,451,1088,1.109749e7,1.87053,0.23295,0.8968,0.2388,2.505,0.15296,1.6194e-4,55716,1.262581e5,3.512721e4,752.6,1.358038e3,5.112214e4,7.108396e3,7932,49031,3283,219,2.912231e5,2.319e-13,1.746
1128600,95,21.277,1913.5,944.0,7.181344e7,4.917814e7,212.1,1.711621e7,3.112e-14,3.572354e6,4.274791e6,2.577e-13,1.048e-13,4.215058e4,4.669595e4,1.135638e4,6.093881e3,3.923617e3,1.599236e3,2176,415,1102,1.098287e7,1.87459,0.23523,0.8962,0.2393,2.475,0.15434,1.3822e-4,56048,1.248163e5,3.539718e4,758.5,1.257035e3,4.993126e4,1.067687e4,10273,49490,3332,219,2.925519e5,3.349e-13,1.722
1140480,96,21.136,1873.8,902.1,7.143167e7,4.854832e7,206.9,1.710795e7,3.811e-14,3.609507e6,4.318722e6,2.205e-13,1.378e-13,4.117157e4,4.545373e4,1.134365e4,5.906853e3,4.018356e3,1.522757e3,1920,388,1115,1.026010e7,1.88542,0.23771,0.8964,0.2398,2.484,0.15875,1.4960e-4,56350,1.276468e5,3.488714e4,771.3,1.239695e3,4.929648e4,1.160518e4,11073,49834,3287,217,2.954763e5,1.929e-13,1.749
1152360,97,21.147,1922.5,936.1,7.143187e7,4.884475e7,199.5,1.762338e7,2.833e-14,3.647761e6,4.363976e6,1.792e-13,2.623e-13,4.230647e4,4.660945e4,1.207464e4,6.188892e3,4.052178e3,1.356028e3,1805,353,1126,1.131840e7,1.90878,0.24005,0.8970,0.2404,2.489,0.15919,1.3844e-4,56871,1.298119e5,3.509563e4,777.3,1.303100e3,5.161806e4,1.024576e4,9017,50215,3350,214,2.988846e5,2.518e-13,1.796
1164240,98,21.047,1951.2,961.5,7.177211e7,4.942924e7,200.5,1.778053e7,3.143e-14,3.685932e6,4.410166e6,2.361e-13,1.898e-13,4.232064e4,4.746745e4,1.217581e4,6.857247e3,4.149542e3,1.277206e3,1973,369,1137,1.087665e7,1.89691,0.24286,0.8976,0.2411,2.404,0.15811,1.8310e-4,57480,1.324150e5,3.573666e4,793.2,1.354343e3,5.136764e4,1.588961e4,12387,50919,3422,214,2.977549e5,1.820e-13,1.749
1176120,99,21.011,1951.8,972.8,7.130240e7,4.943439e7,195.3,1.804028e7,4.481e-14,3.724145e6,4.456884e6,2.087e-13,2.424e-13,4.230112e4,4.809523e4,1.179989e4,7.006528e3,4.088559e3,1.377388e3,1895,392,1145,1.168406e7,1.90037,0.24572,0.8983,0.2416,2.410,0.15668,1.3422e-4,57778,1.305666e5,3.596142e4,776.3,1.234416e3,5.155641e4,1.397445e4,12374,51466,3500,214,2.984339e5,2.376e-13,1.719
1188000,100,21.318,1964.1,956.3,7.264242e7,5.030532e7,208.4,1.732523e7,5.268e-14,3.762444e6,4.503349e6,1.613e-13,2.380e-13,4.212723e4,4.788697e4,1.140390e4,6.383573e3,3.827761e3,1.421573e3,1965,372,1158,1.036782e7,1.92004,0.24863,0.8986,0.2421,2.454,0.15976,1.2374e-4,57486,1.340993e5,3.690893e4,811.3,1.039158e3,5.237843e4,1.124907e4,10139,51838,3305,213,3.020703e5,2.503e-13,1.760
1199880,101,21.496,1926.3,931.3,7.271805e7,4.965152e7,211.4,1.700389e7,5.105e-14,3.799079e6,4.547375e6,2.071e-13,2.017e-13,4.012197e4,4.543530e4,1.069718e4,5.999973e3,3.487247e3,1.409045e3,1850,387,1167,1.061680e7,1.89984,0.25253,0.8985,0.2428,2.360,0.15444,1.5455e-4,57480,1.307230e5,3.734395e4,781.4,1.177625e3,5.041610e4,1.818950e4,16066,52170,3336,211,2.978079e5,2.009e-13,1.732
1211760,102,21.408,1920.8,944.3,7.118344e7,4.807129e7,203.8,1.757320e7,3.540e-14,3.835589e6,4.591403e6,2.262e-13,2.657e-13,3.994751e4,4.559115e4,1.075565e4,6.821166e3,3.437818e3,1.563509e3,1961,412,1188,1.068507e7,1.88781,0.25553,0.8986,0.2434,2.370,0.15457,2.1291e-4,57267,1.290238e5,3.680597e4,772.1,1.607019e3,5.029040e4,1.532321e4,14785,52554,3324,211,2.968752e5,2.847e-13,1.775
1223640,103,21.432,1930.4,963.0,7.048148e7,4.762195e7,204.0,1.786506e7,5.359e-14,3.873353e6,4.636929e6,2.887e-13,2.709e-13,4.149657e4,4.719501e4,1.258767e4,7.217738e3,3.732093e3,1.668754e3,1985,419,1204,1.132560e7,1.89526,0.25823,0.8986,0.2440,2.370,0.15790,2.1156e-4,57127,1.281710e5,3.659869e4,757.6,1.871419e3,5.104123e4,1.112668e4,11534,53010,3238,210,2.990851e5,2.771e-13,1.836
1235520,104,21.387,1935.5,955.1,7.054420e7,4.794084e7,205.1,1.777835e7,5.427e-14,3.911822e6,4.683003e6,1.911e-13,1.867e-13,4.287229e4,4.792646e4,1.373076e4,7.737136e3,4.403344e3,1.852269e3,2212,402,1219,1.072196e7,1.92231,0.26102,0.8981,0.2447,2.375,0.15948,1.5191e-4,57420,1.314769e5,3.669624e4,780.7,1.520005e3,5.249918e4,9.806116e3,9480,53535,3346,207,3.030933e5,3.013e-13,1.761
1247400,105,21.298,1915.2,936.1,7.122104e7,4.869559e7,203.4,1.780741e7,4.728e-14,3.950601e6,4.729478e6,1.265e-13,2.286e-13,4.315477e4,4.824846e4,1.241886e4,7.560307e3,4.375830e3,1.773518e3,2261,394,1232,1.109063e7,1.94457,0.26378,0.8975,0.2452,2.390,0.16196,1.6142e-4,57556,1.323024e5,3.647941e4,772.5,1.364214e3,5.274027e4,1.046604e4,9843,54031,3398,205,3.068913e5,3.238e-13,1.749
1259280,106,21.231,1920.9,944.4,7.089105e7,4.874875e7,197.7,1.808352e7,6.057e-14,3.989541e6,4.776263e6,1.936e-13,3.227e-13,4.321648e4,4.837548e4,1.276297e4,7.453458e3,4.276745e3,1.590479e3,2278,407,1243,1.094763e7,1.96438,0.26678,0.8970,0.2457,2.402,0.16287,1.7277e-4,58032,1.333799e5,3.667613e4,780.2,1.581306e3,5.386097e4,1.052068e4,10136,54515,3509,205,3.098072e5,2.168e-13,1.757
1271160,107,21.156,1904.2,939.7,7.004419e7,4.880879e7,190.6,1.823729e7,6.537e-14,4.028166e6,4.822822e6,2.087e-13,2.454e-13,4.288050e4,4.806882e4,1.336168e4,7.504773e3,4.255196e3,1.510595e3,2169,425,1255,1.147744e7,1.97622,0.26972,0.8971,0.2463,2.400,0.16567,1.7155e-4,58628,1.331046e5,3.601881e4,769.2,1.509864e3,5.318865e4,1.162227e4,10199,55036,3431,200,3.124998e5,2.647e-13,1.770
1283040,108,21.128,1896.2,925.8,7.083770e7,4.938803e7,196.8,1.791106e7,6.156e-14,4.066178e6,4.868937e6,1.839e-13,3.125e-13,4.216499e4,4.747016e4,1.306359e4,7.140518e3,4.152943e3,1.354835e3,2040,422,1264,1.076734e7,1.98979,0.27263,0.8982,0.2470,2.426,0.16786,1.9613e-4,59439,1.353541e5,3.693542e4,779.9,1.673054e3,5.423921e4,1.150774e4,10431,55576,3562,199,3.151534e5,2.323e-13,1.791
1294920,109,21.229,1944.4,954.5,7.104279e7,4.900624e7,197.7,1.807490e7,5.256e-14,4.104734e6,4.914677e6,2.188e-13,2.990e-13,4.282590e4,4.720750e4,1.307269e4,7.032924e3,4.269680e3,1.467852e3,2036,423,1268,1.134390e7,1.99562,0.27539,0.8981,0.2476,2.431,0.16385,1.5888e-4,59703,1.324397e5,3.769014e4,787.0,1.578942e3,5.479166e4,1.227574e4,11230,56090,3560,200,3.153017e5,2.529e-13,1.760
1306800,110,21.319,1937.3,958.0,7.073642e7,4.860315e7,194.9,1.864585e7,5.494e-14,4.143647e6,4.960643e6,2.296e-13,2.397e-13,4.332258e4,4.756025e4,1.245879e4,6.876739e3,4.410144e3,1.594085e3,2147,460,1281,1.152169e7,2.00963,0.27798,0.8982,0.2481,2.466,0.16641,1.6217e-4,59816,1.335831e5,3.831006e4,782.8,1.421372e3,5.455815e4,1.046197e4,10020,56617,3500,198,3.180324e5,2.773e-13,1.765
1318680,111,21.199,1963.4,978.2,7.092250e7,4.761580e7,202.5,1.954863e7,4.497e-14,4.183142e6,5.007376e6,2.689e-13,2.412e-13,4.407710e4,4.845390e4,1.308018e4,7.338753e3,4.581778e3,1.720404e3,2607,523,1298,1.286284e7,2.03099,0.28176,0.8986,0.2487,2.449,0.16612,2.0761e-4,60214,1.336312e5,3.723388e4,770.5,1.716168e3,5.471958e4,1.110126e4,10284,56686,3531,199,3.199363e5,1.683e-13,1.743
1330560,112,21.029,1949.7,971.4,7.134142e7,4.744286e7,216.8,1.946626e7,4.631e-14,4.222632e6,5.053873e6,2.150e-13,3.538e-13,4.423960e4,4.828728e4,1.301743e4,7.308883e3,4.749804e3,1.790638e3,2801,559,1314,1.253038e7,2.04811,0.28452,0.8988,0.2494,2.450,0.16900,2.1491e-4,60523,1.351617e5,3.735247e4,764.6,1.891022e3,5.584732e4,9.376357e3,9228,57125,3621,199,3.231277e5,2.216e-13,1.749
